;ano;mes;seguradora;vendedor;tot_apolices;receita;date;total_receita
0;2019;1;72;58;1;65,3;2019-01-01;65,3
1;2019;1;72;57;4;1360,235;2019-01-01;5440,94
2;2019;1;72;56;3;276,49;2019-01-01;829,47
3;2019;1;72;47;2;-1707,095;2019-01-01;-3414,19
4;2019;1;72;38;3;1080,745;2019-01-01;3242,2349999999997
5;2019;1;72;35;2;446,095;2019-01-01;892,19
6;2019;1;72;20;2;462,035;2019-01-01;924,07
7;2019;1;72;17;1;139,395;2019-01-01;139,395
8;2019;1;72;16;2;125,85;2019-01-01;251,7
9;2019;1;72;14;2;126,785;2019-01-01;253,57
10;2019;1;72;12;6;412,11;2019-01-01;2472,66
11;2019;1;72;9;1;66,515;2019-01-01;66,515
12;2019;1;72;2;3;631,265;2019-01-01;1893,795
13;2019;1;72;1;1;155,67;2019-01-01;155,67
14;2019;1;66;57;2;89,42;2019-01-01;178,84
15;2019;1;66;56;1;90,9;2019-01-01;90,9
16;2019;1;66;55;1;71,42;2019-01-01;71,42
17;2019;1;66;38;5;265,21;2019-01-01;1326,05
18;2019;1;66;20;1;71,42;2019-01-01;71,42
19;2019;1;66;16;3;223,485;2019-01-01;670,455
20;2019;1;66;14;2;642,53;2019-01-01;1285,06
21;2019;1;66;1;1;71,42;2019-01-01;71,42
22;2019;1;44;56;1;84,095;2019-01-01;84,095
23;2019;1;44;42;1;81,8;2019-01-01;81,8
24;2019;1;44;38;4;474,08;2019-01-01;1896,32
25;2019;1;44;16;1;69,0;2019-01-01;69,0
26;2019;1;44;14;1;69,0;2019-01-01;69,0
27;2019;1;44;9;1;83,11;2019-01-01;83,11
28;2019;1;55;20;1;1283,105;2019-01-01;1283,105
29;2019;1;58;9;2;175,175;2019-01-01;350,35
30;2019;1;23;20;1;110,8;2019-01-01;110,8
31;2019;1;21;12;1;3225,78;2019-01-01;3225,78
32;2019;2;21;16;1;395,995;2019-02-01;395,995
33;2019;2;38;56;1;243,45;2019-02-01;243,45
34;2019;2;23;20;1;110,25;2019-02-01;110,25
35;2019;2;58;9;2;100,07;2019-02-01;200,14
36;2019;2;43;17;1;243,265;2019-02-01;243,265
37;2019;2;44;56;1;546,86;2019-02-01;546,86
38;2019;2;44;42;2;76,31;2019-02-01;152,62
39;2019;2;44;38;5;788,665;2019-02-01;3943,325
40;2019;2;44;16;4;344,69;2019-02-01;1378,76
41;2019;2;44;14;2;98,875;2019-02-01;197,75
42;2019;2;44;12;4;352,765;2019-02-01;1411,06
43;2019;2;44;9;2;100,015;2019-02-01;200,03
44;2019;2;64;26;2;113,165;2019-02-01;226,33
45;2019;2;31;57;1;810,835;2019-02-01;810,835
46;2019;2;31;35;1;94,68;2019-02-01;94,68
47;2019;2;31;20;1;880,185;2019-02-01;880,185
48;2019;2;31;1;2;806,33;2019-02-01;1612,66
49;2019;2;66;57;3;997,575;2019-02-01;2992,7250000000004
50;2019;2;66;56;2;105,315;2019-02-01;210,63
51;2019;2;66;47;1;71,42;2019-02-01;71,42
52;2019;2;66;39;1;60,71;2019-02-01;60,71
53;2019;2;66;38;8;506,76;2019-02-01;4054,08
54;2019;2;66;35;3;289,81;2019-02-01;869,4300000000001
55;2019;2;66;20;3;156,815;2019-02-01;470,445
56;2019;2;66;19;5;264,65;2019-02-01;1323,25
57;2019;2;66;18;1;92,985;2019-02-01;92,985
58;2019;2;66;16;4;393,005;2019-02-01;1572,02
59;2019;2;66;14;4;369,59;2019-02-01;1478,36
60;2019;2;66;1;2;205,125;2019-02-01;410,25
61;2019;2;72;57;8;3043,035;2019-02-01;24344,28
62;2019;2;72;56;8;1198,175;2019-02-01;9585,4
63;2019;2;72;47;5;503,455;2019-02-01;2517,275
64;2019;2;72;46;1;104,27;2019-02-01;104,27
65;2019;2;72;42;2;2521,845;2019-02-01;5043,69
66;2019;2;72;41;3;394,86;2019-02-01;1184,58
67;2019;2;72;39;2;932,205;2019-02-01;1864,41
68;2019;2;72;38;10;2750,97;2019-02-01;27509,699999999997
69;2019;2;72;35;4;503,985;2019-02-01;2015,94
70;2019;2;72;20;3;1111,17;2019-02-01;3333,51
71;2019;2;72;18;1;220,06;2019-02-01;220,06
72;2019;2;72;16;7;1714,765;2019-02-01;12003,355000000001
73;2019;2;72;14;8;4534,645;2019-02-01;36277,16
74;2019;2;72;12;13;772,495;2019-02-01;10042,435
75;2019;2;72;9;4;396,685;2019-02-01;1586,74
76;2019;2;72;1;7;1748,59;2019-02-01;12240,13
77;2019;3;72;56;2;-401,11;2019-03-01;-802,22
78;2019;3;72;55;3;818,83;2019-03-01;2456,4900000000002
79;2019;3;72;54;4;3250,915;2019-03-01;13003,66
80;2019;3;72;53;1;72,95;2019-03-01;72,95
81;2019;3;72;52;1;209,055;2019-03-01;209,055
82;2019;3;72;47;5;636,58;2019-03-01;3182,9
83;2019;3;72;46;2;302,815;2019-03-01;605,63
84;2019;3;72;43;7;1099,06;2019-03-01;7693,42
85;2019;3;72;39;1;67,0;2019-03-01;67,0
86;2019;3;72;38;2;418,8;2019-03-01;837,6
87;2019;3;72;20;3;2386,4;2019-03-01;7159,200000000001
88;2019;3;72;17;1;381,35;2019-03-01;381,35
89;2019;3;72;16;10;4084,53;2019-03-01;40845,3
90;2019;3;72;14;3;516,385;2019-03-01;1549,155
91;2019;3;72;12;8;4315,47;2019-03-01;34523,76
92;2019;3;72;9;5;1033,19;2019-03-01;5165,950000000001
93;2019;3;72;1;5;1760,055;2019-03-01;8800,275
94;2019;3;66;57;4;564,665;2019-03-01;2258,66
95;2019;3;66;56;5;242,605;2019-03-01;1213,0249999999999
96;2019;3;66;55;1;105,74;2019-03-01;105,74
97;2019;3;66;52;1;86,055;2019-03-01;86,055
98;2019;3;66;46;6;230,11;2019-03-01;1380,66
99;2019;3;66;43;1;65,91;2019-03-01;65,91
100;2019;3;66;39;1;64,99;2019-03-01;64,99
101;2019;3;66;38;7;1566,755;2019-03-01;10967,285
102;2019;3;66;19;1;79,725;2019-03-01;79,725
103;2019;3;66;17;3;164,915;2019-03-01;494,745
104;2019;3;66;16;4;162,05;2019-03-01;648,2
105;2019;3;66;14;4;518,18;2019-03-01;2072,72
106;2019;3;66;13;1;169,01;2019-03-01;169,01
107;2019;3;66;2;1;87,17;2019-03-01;87,17
108;2019;3;66;1;5;706,425;2019-03-01;3532,125
109;2019;3;31;57;1;187,825;2019-03-01;187,825
110;2019;3;31;54;1;122,045;2019-03-01;122,045
111;2019;3;31;20;1;2182,525;2019-03-01;2182,525
112;2019;3;31;12;1;3419,16;2019-03-01;3419,16
113;2019;3;31;9;1;255,875;2019-03-01;255,875
114;2019;3;64;57;1;75,0;2019-03-01;75,0
115;2019;3;64;16;1;104,23;2019-03-01;104,23
116;2019;3;83;56;1;57,77;2019-03-01;57,77
117;2019;3;81;54;1;102,7;2019-03-01;102,7
118;2019;3;81;20;1;2002,635;2019-03-01;2002,635
119;2019;3;44;56;2;561,495;2019-03-01;1122,99
120;2019;3;44;42;3;142,405;2019-03-01;427,21500000000003
121;2019;3;44;38;7;170,985;2019-03-01;1196,895
122;2019;3;44;35;2;69,0;2019-03-01;138,0
123;2019;3;44;16;5;186,1;2019-03-01;930,5
124;2019;3;44;12;7;185,885;2019-03-01;1301,195
125;2019;3;44;9;1;69,0;2019-03-01;69,0
126;2019;3;43;56;1;79,255;2019-03-01;79,255
127;2019;3;58;9;2;100,07;2019-03-01;200,14
128;2019;3;23;20;1;110,25;2019-03-01;110,25
129;2019;3;55;20;2;411,955;2019-03-01;823,91
130;2019;3;42;59;1;101,845;2019-03-01;101,845
131;2019;3;21;20;5;1381,1;2019-03-01;6905,5
132;2019;3;13;57;1;146,975;2019-03-01;146,975
133;2019;4;21;20;2;522,985;2019-04-01;1045,97
134;2019;4;55;20;3;3119,31;2019-04-01;9357,93
135;2019;4;55;19;1;270,655;2019-04-01;270,655
136;2019;4;23;16;2;175,37;2019-04-01;350,74
137;2019;4;43;56;1;79,255;2019-04-01;79,255
138;2019;4;44;56;1;173,46;2019-04-01;173,46
139;2019;4;44;54;1;542,175;2019-04-01;542,175
140;2019;4;44;42;4;100,465;2019-04-01;401,86
141;2019;4;44;38;15;1601,595;2019-04-01;24023,925
142;2019;4;44;35;1;59,5;2019-04-01;59,5
143;2019;4;44;17;1;59,0;2019-04-01;59,0
144;2019;4;44;16;3;111,75;2019-04-01;335,25
145;2019;4;44;12;7;257,275;2019-04-01;1800,9249999999997
146;2019;4;44;9;4;137,185;2019-04-01;548,74
147;2019;4;83;56;1;57,77;2019-04-01;57,77
148;2019;4;64;57;2;146,1;2019-04-01;292,2
149;2019;4;64;26;6;1669,51;2019-04-01;10017,06
150;2019;4;64;16;1;394,815;2019-04-01;394,815
151;2019;4;31;56;2;1233,775;2019-04-01;2467,55
152;2019;4;31;12;1;3419,16;2019-04-01;3419,16
153;2019;4;31;9;1;87,5;2019-04-01;87,5
154;2019;4;66;58;1;58,61;2019-04-01;58,61
155;2019;4;66;57;2;93,18;2019-04-01;186,36
156;2019;4;66;56;16;1268,605;2019-04-01;20297,68
157;2019;4;66;55;2;111,45;2019-04-01;222,9
158;2019;4;66;54;1;70,52;2019-04-01;70,52
159;2019;4;66;52;1;113,815;2019-04-01;113,815
160;2019;4;66;41;1;286,795;2019-04-01;286,795
161;2019;4;66;38;5;1268,66;2019-04-01;6343,3
162;2019;4;66;20;2;520,37;2019-04-01;1040,74
163;2019;4;66;19;1;97,6;2019-04-01;97,6
164;2019;4;66;16;6;452,685;2019-04-01;2716,11
165;2019;4;66;14;7;1980,64;2019-04-01;13864,480000000001
166;2019;4;66;1;2;177,54;2019-04-01;355,08
167;2019;4;72;58;1;325,62;2019-04-01;325,62
168;2019;4;72;57;5;381,14;2019-04-01;1905,6999999999998
169;2019;4;72;56;16;1602,375;2019-04-01;25638,0
170;2019;4;72;55;1;487,06;2019-04-01;487,06
171;2019;4;72;54;6;4437,425;2019-04-01;26624,550000000003
172;2019;4;72;52;1;234,125;2019-04-01;234,125
173;2019;4;72;47;5;234,245;2019-04-01;1171,225
174;2019;4;72;46;1;225,065;2019-04-01;225,065
175;2019;4;72;43;3;284,92;2019-04-01;854,76
176;2019;4;72;42;2;111,715;2019-04-01;223,43
177;2019;4;72;41;1;651,81;2019-04-01;651,81
178;2019;4;72;39;1;6269,195;2019-04-01;6269,195
179;2019;4;72;38;15;6013,9;2019-04-01;90208,5
180;2019;4;72;35;3;284,88;2019-04-01;854,64
181;2019;4;72;20;2;725,55;2019-04-01;1451,1
182;2019;4;72;19;11;5873,685;2019-04-01;64610,535
183;2019;4;72;16;9;3636,405;2019-04-01;32727,645
184;2019;4;72;14;8;5634,165;2019-04-01;45073,32
185;2019;4;72;12;9;5312,975;2019-04-01;47816,775
186;2019;4;72;9;2;152,21;2019-04-01;304,42
187;2019;4;72;1;4;1095,23;2019-04-01;4380,92
188;2019;5;72;59;2;115,81;2019-05-01;231,62
189;2019;5;72;57;1;94,59;2019-05-01;94,59
190;2019;5;72;56;2;1767,72;2019-05-01;3535,44
191;2019;5;72;55;1;487,06;2019-05-01;487,06
192;2019;5;72;54;5;3273,49;2019-05-01;16367,449999999999
193;2019;5;72;47;1;56,375;2019-05-01;56,375
194;2019;5;72;43;2;457,345;2019-05-01;914,69
195;2019;5;72;38;4;624,355;2019-05-01;2497,42
196;2019;5;72;20;1;430,545;2019-05-01;430,545
197;2019;5;72;19;7;4823,11;2019-05-01;33761,77
198;2019;5;72;17;7;1266,63;2019-05-01;8866,41
199;2019;5;72;16;5;1843,695;2019-05-01;9218,475
200;2019;5;72;14;7;1648,115;2019-05-01;11536,805
201;2019;5;72;12;10;1133,035;2019-05-01;11330,35
202;2019;5;72;9;2;284,885;2019-05-01;569,77
203;2019;5;72;1;2;710,345;2019-05-01;1420,69
204;2019;5;66;58;1;361,155;2019-05-01;361,155
205;2019;5;66;57;3;107,415;2019-05-01;322,245
206;2019;5;66;56;6;695,255;2019-05-01;4171,53
207;2019;5;66;55;4;67,74;2019-05-01;270,96
208;2019;5;66;54;2;1026,33;2019-05-01;2052,66
209;2019;5;66;52;2;284,555;2019-05-01;569,11
210;2019;5;66;47;2;161,875;2019-05-01;323,75
211;2019;5;66;44;1;87,475;2019-05-01;87,475
212;2019;5;66;43;1;89,185;2019-05-01;89,185
213;2019;5;66;42;1;162,96;2019-05-01;162,96
214;2019;5;66;38;2;177,175;2019-05-01;354,35
215;2019;5;66;20;5;372,065;2019-05-01;1860,325
216;2019;5;66;19;11;540,59;2019-05-01;5946,490000000001
217;2019;5;66;17;1;71,42;2019-05-01;71,42
218;2019;5;66;16;8;370,93;2019-05-01;2967,44
219;2019;5;66;14;10;678,465;2019-05-01;6784,650000000001
220;2019;5;66;1;3;238,88;2019-05-01;716,64
221;2019;5;31;57;6;4430,165;2019-05-01;26580,989999999998
222;2019;5;31;26;1;-4622,065;2019-05-01;-4622,065
223;2019;5;31;16;2;2369,195;2019-05-01;4738,39
224;2019;5;31;12;3;5040,75;2019-05-01;15122,25
225;2019;5;31;1;1;108,4;2019-05-01;108,4
226;2019;5;64;57;5;294,575;2019-05-01;1472,875
227;2019;5;64;16;3;450,53;2019-05-01;1351,59
228;2019;5;83;42;1;60,385;2019-05-01;60,385
229;2019;5;81;54;1;82,06;2019-05-01;82,06
230;2019;5;44;58;1;82,86;2019-05-01;82,86
231;2019;5;44;54;7;807,045;2019-05-01;5649,315
232;2019;5;44;42;4;227,83;2019-05-01;911,32
233;2019;5;44;39;1;61,875;2019-05-01;61,875
234;2019;5;44;38;13;689,555;2019-05-01;8964,215
235;2019;5;44;35;1;75,0;2019-05-01;75,0
236;2019;5;44;17;1;41,0;2019-05-01;41,0
237;2019;5;44;16;4;952,825;2019-05-01;3811,3
238;2019;5;44;14;1;2161,05;2019-05-01;2161,05
239;2019;5;44;12;7;929,11;2019-05-01;6503,77
240;2019;5;44;9;7;451,305;2019-05-01;3159,135
241;2019;5;43;56;1;79,255;2019-05-01;79,255
242;2019;5;23;56;1;566,35;2019-05-01;566,35
243;2019;5;21;54;1;-171,935;2019-05-01;-171,935
244;2019;5;21;20;3;597,11;2019-05-01;1791,33
245;2019;5;19;54;1;330,865;2019-05-01;330,865
246;2019;6;19;54;1;330,865;2019-06-01;330,865
247;2019;6;42;20;1;234,005;2019-06-01;234,005
248;2019;6;21;20;4;678,315;2019-06-01;2713,26
249;2019;6;21;16;1;60,365;2019-06-01;60,365
250;2019;6;13;18;1;314,14;2019-06-01;314,14
251;2019;6;13;16;1;224,565;2019-06-01;224,565
252;2019;6;23;56;1;153,295;2019-06-01;153,295
253;2019;6;43;56;2;97,895;2019-06-01;195,79
254;2019;6;55;57;1;4963,17;2019-06-01;4963,17
255;2019;6;55;20;5;6644,87;2019-06-01;33224,35
256;2019;6;44;56;3;3542,07;2019-06-01;10626,210000000001
257;2019;6;44;42;1;61,875;2019-06-01;61,875
258;2019;6;44;39;2;75,275;2019-06-01;150,55
259;2019;6;44;38;5;178,895;2019-06-01;894,475
260;2019;6;44;20;1;78,485;2019-06-01;78,485
261;2019;6;44;16;5;344,415;2019-06-01;1722,075
262;2019;6;44;15;1;520,705;2019-06-01;520,705
263;2019;6;44;14;8;300,69;2019-06-01;2405,52
264;2019;6;44;12;5;181,6;2019-06-01;908,0
265;2019;6;44;9;3;139,74;2019-06-01;419,22
266;2019;6;81;54;1;115,085;2019-06-01;115,085
267;2019;6;83;56;1;57,77;2019-06-01;57,77
268;2019;6;83;42;1;60,385;2019-06-01;60,385
269;2019;6;64;57;2;220,85;2019-06-01;441,7
270;2019;6;64;16;1;394,815;2019-06-01;394,815
271;2019;6;31;57;3;314,825;2019-06-01;944,4749999999999
272;2019;6;31;56;1;810,42;2019-06-01;810,42
273;2019;6;31;38;1;675,28;2019-06-01;675,28
274;2019;6;31;16;1;240,65;2019-06-01;240,65
275;2019;6;31;12;1;163,51;2019-06-01;163,51
276;2019;6;31;9;1;127,785;2019-06-01;127,785
277;2019;6;66;57;9;909,48;2019-06-01;8185,32
278;2019;6;66;56;5;308,24;2019-06-01;1541,2
279;2019;6;66;55;6;115,155;2019-06-01;690,9300000000001
280;2019;6;66;54;1;382,205;2019-06-01;382,205
281;2019;6;66;46;1;76,825;2019-06-01;76,825
282;2019;6;66;43;1;100,06;2019-06-01;100,06
283;2019;6;66;42;3;210,96;2019-06-01;632,88
284;2019;6;66;38;5;1244,415;2019-06-01;6222,075
285;2019;6;66;20;11;410,665;2019-06-01;4517,3150000000005
286;2019;6;66;19;11;1066,66;2019-06-01;11733,26
287;2019;6;66;16;4;315,645;2019-06-01;1262,58
288;2019;6;66;14;1;88,84;2019-06-01;88,84
289;2019;6;66;2;1;75,0;2019-06-01;75,0
290;2019;6;66;1;2;594,02;2019-06-01;1188,04
291;2019;6;72;59;2;92,84;2019-06-01;185,68
292;2019;6;72;57;4;1837,075;2019-06-01;7348,3
293;2019;6;72;56;11;14808,835;2019-06-01;162897,185
294;2019;6;72;55;3;1977,6;2019-06-01;5932,799999999999
295;2019;6;72;54;3;2641,08;2019-06-01;7923,24
296;2019;6;72;47;3;232,84;2019-06-01;698,52
297;2019;6;72;46;1;225,065;2019-06-01;225,065
298;2019;6;72;43;5;364,735;2019-06-01;1823,6750000000002
299;2019;6;72;42;2;371,19;2019-06-01;742,38
300;2019;6;72;41;1;457,815;2019-06-01;457,815
301;2019;6;72;39;1;621,07;2019-06-01;621,07
302;2019;6;72;38;1;199,645;2019-06-01;199,645
303;2019;6;72;35;4;581,96;2019-06-01;2327,84
304;2019;6;72;20;1;90,16;2019-06-01;90,16
305;2019;6;72;19;5;1601,285;2019-06-01;8006,425
306;2019;6;72;17;2;553,31;2019-06-01;1106,62
307;2019;6;72;16;17;4668,9;2019-06-01;79371,29999999999
308;2019;6;72;14;10;2275,985;2019-06-01;22759,850000000002
309;2019;6;72;12;14;2543,39;2019-06-01;35607,46
310;2019;6;72;9;4;750,885;2019-06-01;3003,54
311;2019;6;72;1;2;673,84;2019-06-01;1347,68
312;2019;7;72;59;1;100,24;2019-07-01;100,24
313;2019;7;72;57;13;2716,105;2019-07-01;35309,365
314;2019;7;72;56;6;476,93;2019-07-01;2861,58
315;2019;7;72;54;2;518,665;2019-07-01;1037,33
316;2019;7;72;47;2;246,29;2019-07-01;492,58
317;2019;7;72;46;1;225,065;2019-07-01;225,065
318;2019;7;72;43;3;1000,52;2019-07-01;3001,56
319;2019;7;72;42;3;251,515;2019-07-01;754,545
320;2019;7;72;41;2;2633,815;2019-07-01;5267,63
321;2019;7;72;39;2;990,6;2019-07-01;1981,2
322;2019;7;72;38;15;2004,27;2019-07-01;30064,05
323;2019;7;72;35;11;928,035;2019-07-01;10208,385
324;2019;7;72;20;5;3858,925;2019-07-01;19294,625
325;2019;7;72;19;2;678,34;2019-07-01;1356,68
326;2019;7;72;18;2;-705,945;2019-07-01;-1411,89
327;2019;7;72;17;1;453,58;2019-07-01;453,58
328;2019;7;72;16;12;3043,705;2019-07-01;36524,46
329;2019;7;72;14;15;5740,98;2019-07-01;86114,7
330;2019;7;72;12;12;231,945;2019-07-01;2783,34
331;2019;7;72;9;1;62,75;2019-07-01;62,75
332;2019;7;72;2;3;377,235;2019-07-01;1131,705
333;2019;7;72;1;2;252,37;2019-07-01;504,74
334;2019;7;66;59;1;71,42;2019-07-01;71,42
335;2019;7;66;58;2;86,535;2019-07-01;173,07
336;2019;7;66;57;5;341,745;2019-07-01;1708,725
337;2019;7;66;56;11;544,595;2019-07-01;5990,545
338;2019;7;66;55;5;165,325;2019-07-01;826,625
339;2019;7;66;54;2;499,5;2019-07-01;999,0
340;2019;7;66;52;1;123,65;2019-07-01;123,65
341;2019;7;66;43;1;94,145;2019-07-01;94,145
342;2019;7;66;42;3;617,605;2019-07-01;1852,815
343;2019;7;66;39;1;153,21;2019-07-01;153,21
344;2019;7;66;38;5;989,715;2019-07-01;4948,575
345;2019;7;66;35;12;233,08;2019-07-01;2796,96
346;2019;7;66;20;6;963,985;2019-07-01;5783,91
347;2019;7;66;19;6;262,655;2019-07-01;1575,9299999999998
348;2019;7;66;17;3;449,58;2019-07-01;1348,74
349;2019;7;66;16;17;1452,33;2019-07-01;24689,61
350;2019;7;66;14;4;533,73;2019-07-01;2134,92
351;2019;7;66;6;1;13704,52;2019-07-01;13704,52
352;2019;7;66;1;3;129,71;2019-07-01;389,13
353;2019;7;31;56;1;981,415;2019-07-01;981,415
354;2019;7;31;54;2;2892,38;2019-07-01;5784,76
355;2019;7;31;47;1;828,81;2019-07-01;828,81
356;2019;7;31;39;1;136,89;2019-07-01;136,89
357;2019;7;31;35;2;-901,49;2019-07-01;-1802,98
358;2019;7;31;16;3;1719,895;2019-07-01;5159,6849999999995
359;2019;7;31;9;3;162,5;2019-07-01;487,5
360;2019;7;64;57;2;185,355;2019-07-01;370,71
