;ano;mes;seguradora;vendedor;tot_apolices;receita;date;total_receita
718;2020;1;72;1;1;328,115;2020-01-01;328,115
719;2020;1;66;59;1;71,385;2020-01-01;71,385
720;2020;1;66;56;2;98,545;2020-01-01;197,09
721;2020;1;66;52;1;113,765;2020-01-01;113,765
722;2020;1;66;46;1;483,5;2020-01-01;483,5
723;2020;1;66;42;1;71,42;2020-01-01;71,42
724;2020;1;66;39;1;53,865;2020-01-01;53,865
725;2020;1;66;38;8;797,855;2020-01-01;6382,84
726;2020;1;66;36;1;82,33;2020-01-01;82,33
727;2020;1;66;35;2;567,32;2020-01-01;1134,64
728;2020;1;66;20;5;1358,155;2020-01-01;6790,775
729;2020;1;66;19;9;390,88;2020-01-01;3517,92
730;2020;1;66;17;9;782,365;2020-01-01;7041,285
731;2020;1;66;16;13;1590,5;2020-01-01;20676,5
732;2020;1;66;9;7;897,12;2020-01-01;6279,84
733;2020;1;66;2;4;1873,98;2020-01-01;7495,92
734;2020;1;31;42;2;1029,52;2020-01-01;2059,04
735;2020;1;31;38;5;718,16;2020-01-01;3590,7999999999997
736;2020;1;31;37;1;2252,31;2020-01-01;2252,31
737;2020;1;31;35;2;4800,51;2020-01-01;9601,02
738;2020;1;31;20;1;610,335;2020-01-01;610,335
739;2020;1;31;16;6;4609,99;2020-01-01;27659,94
740;2020;1;31;9;3;7526,37;2020-01-01;22579,11
741;2020;1;79;2;1;125,165;2020-01-01;125,165
742;2020;1;44;52;1;73,75;2020-01-01;73,75
743;2020;1;44;42;2;73,75;2020-01-01;147,5
744;2020;1;44;38;6;781,275;2020-01-01;4687,65
745;2020;1;44;16;7;658,195;2020-01-01;4607,365000000001
746;2020;1;44;12;3;130,535;2020-01-01;391,605
747;2020;1;44;9;2;150,0;2020-01-01;300,0
748;2020;1;55;20;4;1998,025;2020-01-01;7992,1
749;2020;1;55;19;1;4204,635;2020-01-01;4204,635
750;2020;1;23;20;1;70,78;2020-01-01;70,78
751;2020;1;23;9;1;19380,075;2020-01-01;19380,075
752;2020;1;13;57;1;89,36;2020-01-01;89,36
753;2020;1;13;16;1;98,46;2020-01-01;98,46
754;2020;1;6;12;1;30,0;2020-01-01;30,0
755;2020;1;21;20;1;74,59;2020-01-01;74,59
756;2020;1;42;56;1;207,48;2020-01-01;207,48
757;2020;1;42;20;1;429,97;2020-01-01;429,97
758;2020;2;21;16;2;158,82;2020-02-01;317,64
759;2020;2;6;12;3;110,0;2020-02-01;330,0
760;2020;2;13;16;1;122,12;2020-02-01;122,12
761;2020;2;23;16;2;719,61;2020-02-01;1439,22
762;2020;2;55;38;1;7450,595;2020-02-01;7450,595
763;2020;2;55;35;1;79,625;2020-02-01;79,625
764;2020;2;55;20;2;9491,795;2020-02-01;18983,59
765;2020;2;55;12;1;196,805;2020-02-01;196,805
766;2020;2;44;59;1;71,25;2020-02-01;71,25
767;2020;2;44;56;1;138,8;2020-02-01;138,8
768;2020;2;44;42;2;72,5;2020-02-01;145,0
769;2020;2;44;38;3;250,11;2020-02-01;750,33
770;2020;2;44;35;1;61,875;2020-02-01;61,875
771;2020;2;44;20;1;112,5;2020-02-01;112,5
772;2020;2;44;16;2;113,985;2020-02-01;227,97
773;2020;2;44;12;4;163,335;2020-02-01;653,34
774;2020;2;44;9;1;73,75;2020-02-01;73,75
775;2020;2;79;2;1;125,165;2020-02-01;125,165
776;2020;2;77;20;3;26450,0;2020-02-01;79350,0
777;2020;2;31;57;3;4655,08;2020-02-01;13965,24
778;2020;2;31;39;2;181,535;2020-02-01;363,07
779;2020;2;31;38;1;-74,12;2020-02-01;-74,12
780;2020;2;31;37;1;1151,155;2020-02-01;1151,155
781;2020;2;31;35;4;7103,97;2020-02-01;28415,88
782;2020;2;31;20;2;626,855;2020-02-01;1253,71
783;2020;2;31;19;1;537,22;2020-02-01;537,22
784;2020;2;31;18;1;2177,31;2020-02-01;2177,31
785;2020;2;31;17;1;87,5;2020-02-01;87,5
786;2020;2;31;16;4;7281,915;2020-02-01;29127,66
787;2020;2;31;12;1;100,0;2020-02-01;100,0
788;2020;2;31;9;1;781,21;2020-02-01;781,21
789;2020;2;66;59;3;155,065;2020-02-01;465,195
790;2020;2;66;57;2;92,82;2020-02-01;185,64
791;2020;2;66;56;4;302,43;2020-02-01;1209,72
792;2020;2;66;43;3;445,32;2020-02-01;1335,96
793;2020;2;66;42;1;129,465;2020-02-01;129,465
794;2020;2;66;38;4;827,445;2020-02-01;3309,78
795;2020;2;66;36;1;64,28;2020-02-01;64,28
796;2020;2;66;35;1;71,42;2020-02-01;71,42
797;2020;2;66;20;6;529,24;2020-02-01;3175,44
798;2020;2;66;19;9;732,26;2020-02-01;6590,34
799;2020;2;66;17;3;397,325;2020-02-01;1191,975
800;2020;2;66;16;9;353,56;2020-02-01;3182,04
801;2020;2;66;14;4;717,86;2020-02-01;2871,44
802;2020;2;66;13;1;71,43;2020-02-01;71,43
803;2020;2;66;2;3;196,015;2020-02-01;588,045
804;2020;2;72;59;5;569,96;2020-02-01;2849,8
805;2020;2;72;57;6;296,08;2020-02-01;1776,48
806;2020;2;72;56;2;2100,205;2020-02-01;4200,41
807;2020;2;72;52;1;788,215;2020-02-01;788,215
808;2020;2;72;47;1;103,555;2020-02-01;103,555
809;2020;2;72;44;1;206,505;2020-02-01;206,505
810;2020;2;72;42;2;411,105;2020-02-01;822,21
811;2020;2;72;39;2;1962,01;2020-02-01;3924,02
812;2020;2;72;38;7;3861,155;2020-02-01;27028,085000000003
813;2020;2;72;36;3;652,655;2020-02-01;1957,965
814;2020;2;72;35;1;344,79;2020-02-01;344,79
815;2020;2;72;20;4;3664,315;2020-02-01;14657,26
816;2020;2;72;19;9;2769,755;2020-02-01;24927,795000000002
817;2020;2;72;17;3;226,505;2020-02-01;679,515
818;2020;2;72;16;9;3350,935;2020-02-01;30158,415
819;2020;2;72;15;2;1063,68;2020-02-01;2127,36
820;2020;2;72;14;2;710,105;2020-02-01;1420,21
821;2020;2;72;12;3;109,695;2020-02-01;329,085
822;2020;2;72;9;1;158,29;2020-02-01;158,29
823;2020;2;72;2;1;-5,125;2020-02-01;-5,125
824;2020;3;72;57;3;433,045;2020-03-01;1299,135
825;2020;3;72;47;1;78,84;2020-03-01;78,84
826;2020;3;72;43;2;2387,42;2020-03-01;4774,84
827;2020;3;72;38;5;549,445;2020-03-01;2747,2250000000004
828;2020;3;72;36;1;204,22;2020-03-01;204,22
829;2020;3;72;35;4;-2418,985;2020-03-01;-9675,94
830;2020;3;72;20;5;1832,775;2020-03-01;9163,875
831;2020;3;72;19;2;3441,7;2020-03-01;6883,4
832;2020;3;72;16;5;209,565;2020-03-01;1047,825
833;2020;3;72;14;2;310,745;2020-03-01;621,49
834;2020;3;72;13;3;124,59;2020-03-01;373,77
835;2020;3;72;12;5;307,1;2020-03-01;1535,5
836;2020;3;72;9;9;797,24;2020-03-01;7175,16
837;2020;3;72;2;2;1101,49;2020-03-01;2202,98
838;2020;3;72;1;2;-941,865;2020-03-01;-1883,73
839;2020;3;66;59;2;92,885;2020-03-01;185,77
840;2020;3;66;58;1;100,97;2020-03-01;100,97
841;2020;3;66;57;5;237,465;2020-03-01;1187,325
842;2020;3;66;39;2;92,245;2020-03-01;184,49
843;2020;3;66;38;1;65,48;2020-03-01;65,48
844;2020;3;66;27;1;55,755;2020-03-01;55,755
845;2020;3;66;20;3;219,745;2020-03-01;659,235
846;2020;3;66;19;6;224,025;2020-03-01;1344,15
847;2020;3;66;17;3;1128,865;2020-03-01;3386,5950000000003
848;2020;3;66;16;7;397,71;2020-03-01;2783,97
849;2020;3;66;14;3;181,045;2020-03-01;543,135
850;2020;3;66;13;1;71,42;2020-03-01;71,42
851;2020;3;66;9;2;103,53;2020-03-01;207,06
852;2020;3;66;6;1;2006,845;2020-03-01;2006,845
853;2020;3;31;57;4;3169,1;2020-03-01;12676,4
854;2020;3;31;52;1;87,5;2020-03-01;87,5
855;2020;3;31;42;2;1978,44;2020-03-01;3956,88
856;2020;3;31;38;1;217,165;2020-03-01;217,165
857;2020;3;31;35;3;20509,535;2020-03-01;61528,604999999996
858;2020;3;31;20;1;366,875;2020-03-01;366,875
859;2020;3;31;19;1;106,745;2020-03-01;106,745
860;2020;3;31;16;34;6324,06;2020-03-01;215018,04
861;2020;3;31;14;1;2199,57;2020-03-01;2199,57
862;2020;3;31;12;1;488,235;2020-03-01;488,235
863;2020;3;31;9;1;739,005;2020-03-01;739,005
864;2020;3;83;20;1;82,575;2020-03-01;82,575
865;2020;3;44;59;3;116,25;2020-03-01;348,75
866;2020;3;44;56;1;89,52;2020-03-01;89,52
867;2020;3;44;42;1;73,75;2020-03-01;73,75
868;2020;3;44;38;6;122,875;2020-03-01;737,25
869;2020;3;44;20;1;68,75;2020-03-01;68,75
870;2020;3;44;19;1;73,75;2020-03-01;73,75
871;2020;3;44;17;1;67,5;2020-03-01;67,5
872;2020;3;44;16;5;-372,61;2020-03-01;-1863,0500000000002
873;2020;3;44;13;1;112,5;2020-03-01;112,5
874;2020;3;44;12;3;121,25;2020-03-01;363,75
875;2020;3;44;9;1;73,75;2020-03-01;73,75
876;2020;3;55;20;3;4819,685;2020-03-01;14459,055
877;2020;3;55;16;1;2162,705;2020-03-01;2162,705
878;2020;3;23;43;1;729,035;2020-03-01;729,035
879;2020;3;54;9;1;100,0;2020-03-01;100,0
880;2020;3;6;16;1;73,75;2020-03-01;73,75
881;2020;3;6;12;10;147,38;2020-03-01;1473,8
882;2020;3;21;20;1;30301,38;2020-03-01;30301,38
883;2020;3;21;16;1;99,11;2020-03-01;99,11
884;2020;3;21;9;1;238,485;2020-03-01;238,485
885;2020;3;21;2;1;21,375;2020-03-01;21,375
886;2020;3;35;55;1;4322,43;2020-03-01;4322,43
887;2020;4;21;20;1;-163,915;2020-04-01;-163,915
888;2020;4;21;12;2;74,63;2020-04-01;149,26
889;2020;4;6;16;2;97,5;2020-04-01;195,0
890;2020;4;6;12;1;73,75;2020-04-01;73,75
891;2020;4;13;57;1;109,155;2020-04-01;109,155
892;2020;4;23;55;1;712,535;2020-04-01;712,535
893;2020;4;55;38;1;14851,19;2020-04-01;14851,19
894;2020;4;55;35;1;696,51;2020-04-01;696,51
895;2020;4;55;20;8;6631,355;2020-04-01;53050,84
896;2020;4;55;19;1;1168,215;2020-04-01;1168,215
897;2020;4;44;52;1;73,75;2020-04-01;73,75
898;2020;4;44;42;1;73,75;2020-04-01;73,75
899;2020;4;44;38;3;85,625;2020-04-01;256,875
900;2020;4;44;19;1;73,75;2020-04-01;73,75
901;2020;4;44;17;2;85,0;2020-04-01;170,0
902;2020;4;44;16;3;136,175;2020-04-01;408,52500000000003
903;2020;4;44;13;1;73,75;2020-04-01;73,75
904;2020;4;44;12;2;514,92;2020-04-01;1029,84
905;2020;4;44;9;2;150,0;2020-04-01;300,0
906;2020;4;83;2;1;45,57;2020-04-01;45,57
907;2020;4;79;2;1;125,17;2020-04-01;125,17
908;2020;4;81;2;1;689,545;2020-04-01;689,545
909;2020;4;31;57;1;140,845;2020-04-01;140,845
910;2020;4;31;38;2;93,75;2020-04-01;187,5
911;2020;4;31;35;3;20463,36;2020-04-01;61390,08
912;2020;4;31;19;1;241,195;2020-04-01;241,195
913;2020;4;31;17;1;385,23;2020-04-01;385,23
914;2020;4;31;16;4;1640,305;2020-04-01;6561,22
915;2020;4;31;13;1;289,915;2020-04-01;289,915
916;2020;4;31;12;2;210,115;2020-04-01;420,23
917;2020;4;66;56;1;71,42;2020-04-01;71,42
918;2020;4;66;47;1;258,59;2020-04-01;258,59
919;2020;4;66;46;2;243,96;2020-04-01;487,92
920;2020;4;66;43;1;60,71;2020-04-01;60,71
921;2020;4;66;42;1;71,42;2020-04-01;71,42
922;2020;4;66;39;1;76,61;2020-04-01;76,61
923;2020;4;66;20;5;1248,89;2020-04-01;6244,450000000001
924;2020;4;66;19;6;579,94;2020-04-01;3479,6400000000003
925;2020;4;66;17;1;125,745;2020-04-01;125,745
926;2020;4;66;16;8;417,815;2020-04-01;3342,52
927;2020;4;66;15;1;177,48;2020-04-01;177,48
928;2020;4;66;14;5;219,39;2020-04-01;1096,9499999999998
929;2020;4;66;13;3;138,72;2020-04-01;416,15999999999997
930;2020;4;66;9;4;231,85;2020-04-01;927,4
931;2020;4;72;59;1;142,705;2020-04-01;142,705
932;2020;4;72;58;1;119,985;2020-04-01;119,985
933;2020;4;72;57;3;461,825;2020-04-01;1385,475
934;2020;4;72;47;2;2371,25;2020-04-01;4742,5
935;2020;4;72;43;1;68,22;2020-04-01;68,22
936;2020;4;72;42;2;889,345;2020-04-01;1778,69
937;2020;4;72;38;5;814,24;2020-04-01;4071,2
938;2020;4;72;35;4;-271,625;2020-04-01;-1086,5
939;2020;4;72;20;5;1856,955;2020-04-01;9284,775
940;2020;4;72;19;5;1543,855;2020-04-01;7719,275
941;2020;4;72;17;1;187,505;2020-04-01;187,505
942;2020;4;72;16;11;4124,58;2020-04-01;45370,38
943;2020;4;72;15;1;96,64;2020-04-01;96,64
944;2020;4;72;14;2;435,51;2020-04-01;871,02
945;2020;4;72;13;4;1440,47;2020-04-01;5761,88
946;2020;4;72;12;10;305,305;2020-04-01;3053,05
947;2020;4;72;9;4;515,745;2020-04-01;2062,98
948;2020;4;72;2;10;4728,585;2020-04-01;47285,85
949;2020;5;72;59;1;139,715;2020-05-01;139,715
950;2020;5;72;57;5;708,32;2020-05-01;3541,6000000000004
951;2020;5;72;44;1;446,395;2020-05-01;446,395
952;2020;5;72;43;1;321,065;2020-05-01;321,065
953;2020;5;72;38;7;338,475;2020-05-01;2369,3250000000003
954;2020;5;72;35;5;702,98;2020-05-01;3514,9
955;2020;5;72;20;7;2111,24;2020-05-01;14778,679999999998
956;2020;5;72;19;1;337,065;2020-05-01;337,065
957;2020;5;72;17;1;107,375;2020-05-01;107,375
958;2020;5;72;16;16;1665,84;2020-05-01;26653,44
959;2020;5;72;15;1;139,465;2020-05-01;139,465
960;2020;5;72;14;2;462,42;2020-05-01;924,84
961;2020;5;72;13;7;4788,67;2020-05-01;33520,69
962;2020;5;72;12;4;456,69;2020-05-01;1826,76
963;2020;5;72;9;9;2017,555;2020-05-01;18157,995
964;2020;5;72;2;18;2786,715;2020-05-01;50160,87
965;2020;5;66;57;1;206,025;2020-05-01;206,025
966;2020;5;66;56;1;71,42;2020-05-01;71,42
967;2020;5;66;52;1;71,41;2020-05-01;71,41
968;2020;5;66;43;1;120,535;2020-05-01;120,535
969;2020;5;66;42;2;95,035;2020-05-01;190,07
970;2020;5;66;39;2;312,095;2020-05-01;624,19
971;2020;5;66;38;7;769,125;2020-05-01;5383,875
972;2020;5;66;36;1;127,195;2020-05-01;127,195
973;2020;5;66;35;2;698,24;2020-05-01;1396,48
974;2020;5;66;20;6;653,76;2020-05-01;3922,56
975;2020;5;66;19;7;248,57;2020-05-01;1739,99
976;2020;5;66;16;19;2404,87;2020-05-01;45692,53
977;2020;5;66;13;2;321,945;2020-05-01;643,89
978;2020;5;66;9;4;439,875;2020-05-01;1759,5
979;2020;5;66;2;1;68,72;2020-05-01;68,72
980;2020;5;31;57;4;984,26;2020-05-01;3937,04
981;2020;5;31;52;1;130,75;2020-05-01;130,75
982;2020;5;31;39;2;112,5;2020-05-01;225,0
983;2020;5;31;35;4;20634,885;2020-05-01;82539,54
984;2020;5;31;20;4;3968,73;2020-05-01;15874,92
985;2020;5;31;16;11;3065,465;2020-05-01;33720,115000000005
986;2020;5;31;13;1;72,5;2020-05-01;72,5
987;2020;5;31;12;4;571,315;2020-05-01;2285,26
988;2020;5;31;9;1;61,875;2020-05-01;61,875
989;2020;5;31;2;1;1411,47;2020-05-01;1411,47
990;2020;5;74;42;1;764,345;2020-05-01;764,345
991;2020;5;64;25;1;1112,18;2020-05-01;1112,18
992;2020;5;64;22;6;974,565;2020-05-01;5847,39
993;2020;5;64;18;1;310,73;2020-05-01;310,73
994;2020;5;64;16;3;400,67;2020-05-01;1202,01
995;2020;5;44;42;1;62,31;2020-05-01;62,31
996;2020;5;44;38;2;89,37;2020-05-01;178,74
997;2020;5;44;27;1;4109,765;2020-05-01;4109,765
998;2020;5;44;19;1;73,75;2020-05-01;73,75
999;2020;5;44;16;9;294,585;2020-05-01;2651,265
1000;2020;5;44;13;2;131,895;2020-05-01;263,79
1001;2020;5;44;12;4;139,55;2020-05-01;558,2
1002;2020;5;44;9;2;150,0;2020-05-01;300,0
1003;2020;5;55;38;1;7450,595;2020-05-01;7450,595
1004;2020;5;55;20;2;135,705;2020-05-01;271,41
1005;2020;5;55;16;2;26215,82;2020-05-01;52431,64
1006;2020;5;55;12;1;-1560,195;2020-05-01;-1560,195
1007;2020;5;6;25;1;157,96;2020-05-01;157,96
1008;2020;5;6;19;1;77,58;2020-05-01;77,58
1009;2020;5;6;16;3;388,925;2020-05-01;1166,775
1010;2020;5;6;12;8;613,245;2020-05-01;4905,96
1011;2020;5;21;20;2;1033,6;2020-05-01;2067,2
1012;2020;5;21;2;1;61,015;2020-05-01;61,015
1013;2020;5;35;27;3;207,79;2020-05-01;623,37
1014;2020;5;41;11;2;1328,11;2020-05-01;2656,22
1015;2020;5;41;2;1;-531,71;2020-05-01;-531,71
1016;2020;6;41;11;1;422,175;2020-06-01;422,175
1017;2020;6;21;20;1;50,0;2020-06-01;50,0
1018;2020;6;21;17;1;10113,73;2020-06-01;10113,73
1019;2020;6;6;16;5;235,435;2020-06-01;1177,175
1020;2020;6;6;12;15;735,82;2020-06-01;11037,300000000001
1021;2020;6;4;16;1;1437,505;2020-06-01;1437,505
1022;2020;6;55;37;2;85,7;2020-06-01;171,4
1023;2020;6;55;20;9;6961,98;2020-06-01;62657,81999999999
1024;2020;6;44;46;1;71,19;2020-06-01;71,19
1025;2020;6;44;42;3;85,625;2020-06-01;256,875
1026;2020;6;44;39;1;90,74;2020-06-01;90,74
1027;2020;6;44;38;2;73,885;2020-06-01;147,77
1028;2020;6;44;20;1;-11,965;2020-06-01;-11,965
1029;2020;6;44;19;1;73,75;2020-06-01;73,75
1030;2020;6;44;17;2;188,085;2020-06-01;376,17
1031;2020;6;44;16;7;190,0;2020-06-01;1330,0
1032;2020;6;44;13;1;73,75;2020-06-01;73,75
1033;2020;6;44;12;3;239,305;2020-06-01;717,915
1034;2020;6;64;38;1;57,5;2020-06-01;57,5
1035;2020;6;64;26;1;179,135;2020-06-01;179,135
1036;2020;6;64;18;1;235,54;2020-06-01;235,54
1037;2020;6;64;16;2;790,73;2020-06-01;1581,46
1038;2020;6;74;42;1;764,35;2020-06-01;764,35
1039;2020;6;79;17;1;-30,7;2020-06-01;-30,7
1040;2020;6;31;57;2;4791,88;2020-06-01;9583,76
1041;2020;6;31;52;1;87,5;2020-06-01;87,5
1042;2020;6;31;38;1;68,75;2020-06-01;68,75
1043;2020;6;31;35;3;20575,69;2020-06-01;61727,06999999999
1044;2020;6;31;20;4;7332,725;2020-06-01;29330,9
1045;2020;6;31;16;6;3969,44;2020-06-01;23816,64
1046;2020;6;31;12;4;929,375;2020-06-01;3717,5
1047;2020;6;31;2;1;1500,755;2020-06-01;1500,755
1048;2020;6;66;57;2;201,265;2020-06-01;402,53
1049;2020;6;66;46;1;563,53;2020-06-01;563,53
1050;2020;6;66;43;1;98,99;2020-06-01;98,99
1051;2020;6;66;38;3;1581,05;2020-06-01;4743,15
1052;2020;6;66;36;1;64,28;2020-06-01;64,28
1053;2020;6;66;35;3;247,685;2020-06-01;743,0550000000001
1054;2020;6;66;20;3;641,455;2020-06-01;1924,3650000000002
1055;2020;6;66;19;3;130,55;2020-06-01;391,65000000000003
1056;2020;6;66;18;2;89,73;2020-06-01;179,46
1057;2020;6;66;17;8;2101,22;2020-06-01;16809,76
1058;2020;6;66;16;24;3557,73;2020-06-01;85385,52
1059;2020;6;66;14;2;278,825;2020-06-01;557,65
1060;2020;6;66;13;4;252,54;2020-06-01;1010,16
1061;2020;6;66;9;6;548,88;2020-06-01;3293,2799999999997
1062;2020;6;66;2;2;492,69;2020-06-01;985,38
1063;2020;6;72;59;1;142,705;2020-06-01;142,705
1064;2020;6;72;57;11;4039,395;2020-06-01;44433,345
1065;2020;6;72;52;1;69,125;2020-06-01;69,125
1066;2020;6;72;47;1;106,34;2020-06-01;106,34
1067;2020;6;72;44;1;1850,035;2020-06-01;1850,035
1068;2020;6;72;39;2;2435,98;2020-06-01;4871,96
1069;2020;6;72;38;12;819,49;2020-06-01;9833,880000000001
1070;2020;6;72;35;6;-559,24;2020-06-01;-3355,44
1071;2020;6;72;20;6;4474,25;2020-06-01;26845,5
1072;2020;6;72;17;2;522,83;2020-06-01;1045,66
1073;2020;6;72;16;11;4602,695;2020-06-01;50629,645
1074;2020;6;72;15;1;88,565;2020-06-01;88,565
1075;2020;6;72;14;1;98,935;2020-06-01;98,935
1076;2020;6;72;13;3;3244,695;2020-06-01;9734,085000000001
1077;2020;6;72;12;3;267,235;2020-06-01;801,705
1078;2020;6;72;9;12;2157,955;2020-06-01;25895,46
1079;2020;6;72;2;9;3359,695;2020-06-01;30237,255
