;ano;mes;seguradora;vendedor;tot_apolices;venda;date;total_venda
0;2019;1;66;1;1;174,055;2019-01-01;174,055
1;2019;1;31;58;1;92,31;2019-01-01;92,31
2;2019;1;72;35;6;900,08;2019-01-01;5400,4800000000005
3;2019;1;55;20;1;7550,0;2019-01-01;7550,0
4;2019;1;72;58;2;84,175;2019-01-01;168,35
5;2019;1;72;38;9;1570,915;2019-01-01;14138,235
6;2019;1;72;56;8;744,255;2019-01-01;5954,04
7;2019;1;43;17;1;257,525;2019-01-01;257,525
8;2019;1;64;26;8;1574,47;2019-01-01;12595,76
9;2019;1;72;9;2;82,075;2019-01-01;164,15
10;2019;1;31;35;2;1217,555;2019-01-01;2435,11
11;2019;1;66;19;6;99,945;2019-01-01;599,67
12;2019;1;81;20;1;2002,635;2019-01-01;2002,635
13;2019;1;66;57;5;1027,795;2019-01-01;5138,975
14;2019;1;44;16;5;363,69;2019-01-01;1818,45
15;2019;1;44;17;2;88,0;2019-01-01;176,0
16;2019;1;38;56;2;507,75;2019-01-01;1015,5
17;2019;1;66;20;6;1029,605;2019-01-01;6177,63
18;2019;1;23;20;1;230,75;2019-01-01;230,75
19;2019;1;66;2;1;87,175;2019-01-01;87,175
20;2019;1;72;57;12;1803,145;2019-01-01;21637,739999999998
21;2019;1;44;14;3;117,875;2019-01-01;353,625
22;2019;1;72;16;4;174,54;2019-01-01;698,16
23;2019;1;72;12;18;9455,28;2019-01-01;170195,04
24;2019;1;72;53;1;72,95;2019-01-01;72,95
25;2019;1;44;58;1;605,115;2019-01-01;605,115
26;2019;1;72;42;1;638,925;2019-01-01;638,925
27;2019;1;66;13;1;297,94;2019-01-01;297,94
28;2019;1;44;42;3;108,11;2019-01-01;324,33
29;2019;1;44;56;2;580,955;2019-01-01;1161,91
30;2019;1;21;16;1;395,995;2019-01-01;395,995
31;2019;1;66;14;8;1962,38;2019-01-01;15699,04
32;2019;1;66;38;6;283,225;2019-01-01;1699,3500000000001
33;2019;1;44;9;1;83,11;2019-01-01;83,11
34;2019;1;31;57;1;810,835;2019-01-01;810,835
35;2019;1;72;47;10;924,565;2019-01-01;9245,650000000001
36;2019;1;31;19;1;537,22;2019-01-01;537,22
37;2019;1;72;2;3;485,39;2019-01-01;1456,17
38;2019;1;72;46;1;93,42;2019-01-01;93,42
39;2019;1;43;56;1;167,025;2019-01-01;167,025
40;2019;1;72;17;2;193,665;2019-01-01;387,33
41;2019;1;31;47;2;615,745;2019-01-01;1231,49
42;2019;1;78;25;1;50,0;2019-01-01;50,0
43;2019;1;31;2;1;2389,95;2019-01-01;2389,95
44;2019;1;66;17;2;142,445;2019-01-01;284,89
45;2019;1;19;54;1;635,87;2019-01-01;635,87
46;2019;1;66;46;4;182,145;2019-01-01;728,58
47;2019;1;72;39;1;99,005;2019-01-01;99,005
48;2019;1;66;47;1;71,42;2019-01-01;71,42
49;2019;1;66;55;1;51,785;2019-01-01;51,785
50;2019;1;72;14;4;3501,23;2019-01-01;14004,92
51;2019;1;58;9;2;175,175;2019-01-01;350,35
52;2019;1;72;54;1;-1950,725;2019-01-01;-1950,725
53;2019;1;66;56;7;762,925;2019-01-01;5340,474999999999
54;2019;1;21;12;1;3225,78;2019-01-01;3225,78
55;2019;1;72;20;4;1392,995;2019-01-01;5571,98
56;2019;1;81;2;1;987,505;2019-01-01;987,505
57;2019;1;44;12;5;366,345;2019-01-01;1831,7250000000001
58;2019;1;44;38;9;1326,795;2019-01-01;11941,155
59;2019;1;66;16;8;415,39;2019-01-01;3323,12
60;2019;2;72;9;6;724,34;2019-02-01;4346,04
61;2019;2;72;43;7;1079,155;2019-02-01;7554,085
62;2019;2;31;12;2;10096,05;2019-02-01;20192,1
63;2019;2;72;57;1;2279,3;2019-02-01;2279,3
64;2019;2;64;57;1;75,0;2019-02-01;75,0
65;2019;2;66;14;6;1168,69;2019-02-01;7012,14
66;2019;2;44;35;2;69,0;2019-02-01;138,0
67;2019;2;72;18;1;220,06;2019-02-01;220,06
68;2019;2;72;38;5;2275,28;2019-02-01;11376,400000000001
69;2019;2;44;56;2;561,495;2019-02-01;1122,99
70;2019;2;66;2;1;262,795;2019-02-01;262,795
71;2019;2;42;59;1;101,8;2019-02-01;101,8
72;2019;2;31;9;1;231,17;2019-02-01;231,17
73;2019;2;72;56;5;570,025;2019-02-01;2850,125
74;2019;2;21;20;3;941,225;2019-02-01;2823,675
75;2019;2;72;1;3;549,85;2019-02-01;1649,5500000000002
76;2019;2;66;46;1;102,91;2019-02-01;102,91
77;2019;2;66;55;7;694,035;2019-02-01;4858,245
78;2019;2;55;20;2;411,955;2019-02-01;823,91
79;2019;2;72;12;8;7730,815;2019-02-01;61846,52
80;2019;2;66;20;5;645,52;2019-02-01;3227,6
81;2019;2;44;16;3;141,955;2019-02-01;425,865
82;2019;2;72;59;2;97,005;2019-02-01;194,01
83;2019;2;72;42;1;4404,765;2019-02-01;4404,765
84;2019;2;72;39;1;883,2;2019-02-01;883,2
85;2019;2;83;56;1;81,07;2019-02-01;81,07
86;2019;2;13;57;1;166,88;2019-02-01;166,88
87;2019;2;66;18;1;92,985;2019-02-01;92,985
88;2019;2;72;52;1;209,055;2019-02-01;209,055
89;2019;2;66;38;12;1820,165;2019-02-01;21841,98
90;2019;2;72;47;14;1957,345;2019-02-01;27402,83
91;2019;2;31;54;1;101,87;2019-02-01;101,87
92;2019;2;44;38;3;104,005;2019-02-01;312,015
93;2019;2;66;19;2;185,1;2019-02-01;370,2
94;2019;2;66;16;5;304,16;2019-02-01;1520,8000000000002
95;2019;2;81;2;1;262,795;2019-02-01;262,795
96;2019;2;66;57;4;561,3;2019-02-01;2245,2
97;2019;2;72;54;4;6419,6;2019-02-01;25678,4
98;2019;2;72;41;3;394,86;2019-02-01;1184,58
99;2019;2;58;9;2;175,175;2019-02-01;350,35
100;2019;2;44;42;1;56,335;2019-02-01;56,335
101;2019;2;72;14;6;1283,315;2019-02-01;7699,89
102;2019;2;72;16;13;10872,925;2019-02-01;141348,025
103;2019;2;66;52;1;86,055;2019-02-01;86,055
104;2019;2;72;20;1;389,99;2019-02-01;389,99
105;2019;2;23;16;1;121,87;2019-02-01;121,87
106;2019;2;64;16;1;104,23;2019-02-01;104,23
107;2019;2;66;39;2;66,775;2019-02-01;133,55
108;2019;2;66;41;2;508,51;2019-02-01;1017,02
109;2019;2;72;17;1;115,845;2019-02-01;115,845
110;2019;2;78;25;1;50,0;2019-02-01;50,0
111;2019;2;66;35;3;289,815;2019-02-01;869,4449999999999
112;2019;2;44;9;3;119,015;2019-02-01;357,045
113;2019;2;72;55;2;953,93;2019-02-01;1907,86
114;2019;2;66;56;4;259,155;2019-02-01;1036,62
115;2019;2;72;46;1;127,75;2019-02-01;127,75
116;2019;2;75;37;1;50,0;2019-02-01;50,0
117;2019;2;31;20;2;3012,71;2019-02-01;6025,42
118;2019;2;44;12;7;589,76;2019-02-01;4128,32
119;2019;3;66;46;3;373,77;2019-03-01;1121,31
120;2019;3;72;57;4;360,595;2019-03-01;1442,38
121;2019;3;58;9;2;109,62;2019-03-01;219,24
122;2019;3;64;57;1;90,4;2019-03-01;90,4
123;2019;3;72;19;6;2051,135;2019-03-01;12306,810000000001
124;2019;3;31;57;1;65,315;2019-03-01;65,315
125;2019;3;66;55;7;310,14;2019-03-01;2170,98
126;2019;3;44;38;8;698,645;2019-03-01;5589,16
127;2019;3;74;20;2;1627,375;2019-03-01;3254,75
128;2019;3;23;20;1;1121,06;2019-03-01;1121,06
129;2019;3;83;42;1;188,435;2019-03-01;188,435
130;2019;3;66;17;3;249,785;2019-03-01;749,355
131;2019;3;31;42;1;103,395;2019-03-01;103,395
132;2019;3;19;54;3;1875,63;2019-03-01;5626,89
133;2019;3;66;14;9;582,065;2019-03-01;5238,585000000001
134;2019;3;72;54;5;1560,235;2019-03-01;7801,174999999999
135;2019;3;72;43;1;93,09;2019-03-01;93,09
136;2019;3;44;12;8;236,045;2019-03-01;1888,36
137;2019;3;66;16;4;253,87;2019-03-01;1015,48
138;2019;3;72;12;5;818,91;2019-03-01;4094,5499999999997
139;2019;3;66;44;1;87,475;2019-03-01;87,475
140;2019;3;66;58;1;58,61;2019-03-01;58,61
141;2019;3;72;9;2;1347,25;2019-03-01;2694,5
142;2019;3;66;54;3;1087,54;2019-03-01;3262,62
143;2019;3;72;20;5;4692,605;2019-03-01;23463,024999999998
144;2019;3;44;42;6;183,37;2019-03-01;1100,22
145;2019;3;44;9;2;88,0;2019-03-01;176,0
146;2019;3;44;16;5;151,145;2019-03-01;755,725
147;2019;3;44;35;1;59,5;2019-03-01;59,5
148;2019;3;72;39;2;472,265;2019-03-01;944,53
149;2019;3;55;19;1;59,595;2019-03-01;59,595
150;2019;3;72;16;6;834,995;2019-03-01;5009,97
151;2019;3;23;16;3;210,515;2019-03-01;631,545
152;2019;3;72;14;8;4237,73;2019-03-01;33901,84
153;2019;3;81;2;1;1115,91;2019-03-01;1115,91
154;2019;3;66;56;10;581,085;2019-03-01;5810,85
155;2019;3;72;38;7;3713,855;2019-03-01;25996,985
156;2019;3;72;56;9;463,24;2019-03-01;4169,16
157;2019;3;72;47;7;769,665;2019-03-01;5387,655
158;2019;3;55;20;2;1167,875;2019-03-01;2335,75
159;2019;3;78;25;1;50,0;2019-03-01;50,0
160;2019;3;72;42;2;55,825;2019-03-01;111,65
161;2019;3;31;56;1;-835,12;2019-03-01;-835,12
162;2019;3;66;38;3;639,505;2019-03-01;1918,5149999999999
163;2019;3;31;47;2;662,09;2019-03-01;1324,18
164;2019;3;21;20;4;1088,19;2019-03-01;4352,76
165;2019;3;72;59;2;98,555;2019-03-01;197,11
166;2019;3;81;54;1;106,59;2019-03-01;106,59
167;2019;3;72;55;1;732,095;2019-03-01;732,095
168;2019;3;66;57;2;115,255;2019-03-01;230,51
169;2019;3;66;19;2;134,43;2019-03-01;268,86
170;2019;3;72;46;2;1228,795;2019-03-01;2457,59
171;2019;3;66;43;1;65,91;2019-03-01;65,91
172;2019;4;72;20;2;232,62;2019-04-01;465,24
173;2019;4;44;38;17;1582,83;2019-04-01;26908,11
174;2019;4;66;17;1;50,0;2019-04-01;50,0
175;2019;4;66;16;8;255,365;2019-04-01;2042,92
176;2019;4;72;14;6;3694,85;2019-04-01;22169,1
177;2019;4;44;12;6;637,255;2019-04-01;3823,5299999999997
178;2019;4;31;20;1;163,375;2019-04-01;163,375
179;2019;4;66;42;1;275,925;2019-04-01;275,925
180;2019;4;44;9;2;99,185;2019-04-01;198,37
181;2019;4;44;16;4;244,6;2019-04-01;978,4
182;2019;4;44;19;1;67,5;2019-04-01;67,5
183;2019;4;21;25;2;50,0;2019-04-01;100,0
184;2019;4;66;56;9;390,27;2019-04-01;3512,43
185;2019;4;66;52;1;113,82;2019-04-01;113,82
186;2019;4;42;20;1;234,005;2019-04-01;234,005
187;2019;4;66;47;1;76,92;2019-04-01;76,92
188;2019;4;31;57;4;202,555;2019-04-01;810,22
189;2019;4;72;19;9;3056,845;2019-04-01;27511,605
190;2019;4;66;38;8;1885,915;2019-04-01;15087,32
191;2019;4;66;58;1;367,945;2019-04-01;367,945
192;2019;4;72;47;3;264,01;2019-04-01;792,03
193;2019;4;44;56;1;173,46;2019-04-01;173,46
194;2019;4;64;57;4;130,645;2019-04-01;522,58
195;2019;4;78;25;1;50,0;2019-04-01;50,0
196;2019;4;13;16;1;322,52;2019-04-01;322,52
197;2019;4;72;57;2;107,38;2019-04-01;214,76
198;2019;4;31;54;2;-959,3;2019-04-01;-1918,6
199;2019;4;72;43;6;1281,31;2019-04-01;7687,86
200;2019;4;43;56;1;68,64;2019-04-01;68,64
201;2019;4;44;42;4;193,765;2019-04-01;775,06
202;2019;4;23;37;2;413,51;2019-04-01;827,02
203;2019;4;72;54;3;-58,11;2019-04-01;-174,32999999999998
204;2019;4;55;20;2;413,62;2019-04-01;827,24
205;2019;4;31;16;1;1936,28;2019-04-01;1936,28
206;2019;4;44;54;7;1094,765;2019-04-01;7663,3550000000005
207;2019;4;31;56;4;2133,5;2019-04-01;8534,0
208;2019;4;66;14;2;362,29;2019-04-01;724,58
209;2019;4;44;58;1;82,86;2019-04-01;82,86
210;2019;4;72;56;8;859,89;2019-04-01;6879,12
211;2019;4;72;35;4;1033,815;2019-04-01;4135,26
212;2019;4;21;54;1;-83,16;2019-04-01;-83,16
213;2019;4;31;9;1;87,5;2019-04-01;87,5
214;2019;4;66;6;1;1893,36;2019-04-01;1893,36
215;2019;4;31;12;2;1671,595;2019-04-01;3343,19
216;2019;4;72;12;12;3059,1;2019-04-01;36709,2
217;2019;4;66;20;3;76,38;2019-04-01;229,14
218;2019;4;72;41;2;705,23;2019-04-01;1410,46
219;2019;4;66;43;1;89,19;2019-04-01;89,19
220;2019;4;72;55;1;394,545;2019-04-01;394,545
221;2019;4;83;42;1;205,325;2019-04-01;205,325
222;2019;4;81;54;1;82,06;2019-04-01;82,06
223;2019;4;72;16;8;1951,42;2019-04-01;15611,36
224;2019;4;72;17;4;761,825;2019-04-01;3047,3
225;2019;4;44;14;3;1610,095;2019-04-01;4830,285
226;2019;4;64;16;3;152,18;2019-04-01;456,54
227;2019;4;72;9;1;62,75;2019-04-01;62,75
228;2019;4;72;52;1;234,125;2019-04-01;234,125
229;2019;4;44;17;2;56,75;2019-04-01;113,5
230;2019;4;23;56;1;375,0;2019-04-01;375,0
231;2019;4;72;38;13;3460,915;2019-04-01;44991,895
232;2019;4;31;26;1;-4622,065;2019-04-01;-4622,065
233;2019;4;66;57;3;171,855;2019-04-01;515,5649999999999
234;2019;4;66;19;12;1226,945;2019-04-01;14723,34
235;2019;4;66;1;1;159,06;2019-04-01;159,06
236;2019;4;21;20;3;786,48;2019-04-01;2359,44
237;2019;4;72;58;1;279,685;2019-04-01;279,685
238;2019;4;33;14;1;163,755;2019-04-01;163,755
239;2019;5;72;20;2;736,335;2019-05-01;1472,67
240;2019;5;31;47;2;682,84;2019-05-01;1365,68
241;2019;5;44;39;3;79,72;2019-05-01;239,16
242;2019;5;83;16;1;-60,0;2019-05-01;-60,0
243;2019;5;44;12;4;142,0;2019-05-01;568,0
244;2019;5;72;17;5;2172,29;2019-05-01;10861,45
245;2019;5;78;25;1;50,0;2019-05-01;50,0
246;2019;5;72;47;3;695,26;2019-05-01;2085,7799999999997
247;2019;5;13;16;1;73,375;2019-05-01;73,375
248;2019;5;66;38;2;205,43;2019-05-01;410,86
249;2019;5;66;58;2;364,305;2019-05-01;728,61
250;2019;5;72;55;5;3001,26;2019-05-01;15006,300000000001
251;2019;5;66;35;4;170,6;2019-05-01;682,4
252;2019;5;44;35;1;64,945;2019-05-01;64,945
253;2019;5;72;16;14;3645,795;2019-05-01;51041,130000000005
254;2019;5;31;16;4;43637,7;2019-05-01;174550,8
255;2019;5;55;35;1;50,0;2019-05-01;50,0
256;2019;5;44;9;8;386,255;2019-05-01;3090,04
257;2019;5;44;38;11;325,3;2019-05-01;3578,3
258;2019;5;66;16;2;112,8;2019-05-01;225,6
259;2019;5;72;14;11;3916,295;2019-05-01;43079,245
260;2019;5;13;57;1;53,95;2019-05-01;53,95
261;2019;5;44;56;2;720,07;2019-05-01;1440,14
262;2019;5;66;52;2;284,565;2019-05-01;569,13
263;2019;5;66;17;1;51,785;2019-05-01;51,785
264;2019;5;72;54;4;3369,175;2019-05-01;13476,7
265;2019;5;55;57;2;4998,715;2019-05-01;9997,43
266;2019;5;44;16;7;784,855;2019-05-01;5493,985000000001
267;2019;5;66;56;7;419,79;2019-05-01;2938,53
268;2019;5;66;42;3;210,96;2019-05-01;632,88
269;2019;5;31;42;2;304,565;2019-05-01;609,13
270;2019;5;72;56;7;8104,81;2019-05-01;56733,670000000006
271;2019;5;31;56;1;597,5;2019-05-01;597,5
272;2019;5;66;43;1;100,665;2019-05-01;100,665
273;2019;5;66;47;2;59,325;2019-05-01;118,65
274;2019;5;72;42;2;371,19;2019-05-01;742,38
275;2019;5;55;20;2;5873,46;2019-05-01;11746,92
276;2019;5;21;20;4;752,91;2019-05-01;3011,64
277;2019;5;72;39;1;621,07;2019-05-01;621,07
278;2019;5;72;59;3;105,59;2019-05-01;316,77
279;2019;5;44;14;5;184,355;2019-05-01;921,775
280;2019;5;51;16;1;9097,725;2019-05-01;9097,725
281;2019;5;66;19;9;249,435;2019-05-01;2244,915
282;2019;5;44;20;1;79,91;2019-05-01;79,91
283;2019;5;66;57;10;996,23;2019-05-01;9962,3
284;2019;5;66;55;3;128,905;2019-05-01;386,71500000000003
285;2019;5;19;54;2;1405,135;2019-05-01;2810,27
286;2019;5;55;44;1;2506,585;2019-05-01;2506,585
287;2019;5;72;19;5;2722,52;2019-05-01;13612,6
288;2019;5;72;35;5;1542,93;2019-05-01;7714,650000000001
289;2019;5;72;57;6;640,915;2019-05-01;3845,49
290;2019;5;44;54;2;86,98;2019-05-01;173,96
291;2019;5;31;9;2;113,73;2019-05-01;227,46
292;2019;5;31;57;3;305,865;2019-05-01;917,595
293;2019;5;64;57;4;275,335;2019-05-01;1101,34
294;2019;5;72;38;1;75,41;2019-05-01;75,41
295;2019;5;64;26;1;1334,875;2019-05-01;1334,875
296;2019;5;44;15;1;332,42;2019-05-01;332,42
297;2019;5;31;38;1;65,75;2019-05-01;65,75
298;2019;5;66;14;3;115,83;2019-05-01;347,49
299;2019;5;72;9;4;673,22;2019-05-01;2692,88
300;2019;5;72;12;12;2725,29;2019-05-01;32703,48
301;2019;5;66;20;11;309,305;2019-05-01;3402,355
302;2019;5;21;16;2;219,9;2019-05-01;439,8
303;2019;5;31;12;2;11732,565;2019-05-01;23465,13
304;2019;5;72;43;1;331,515;2019-05-01;331,515
305;2019;5;66;54;1;396,05;2019-05-01;396,05
306;2019;6;72;47;4;1029,38;2019-06-01;4117,52
307;2019;6;66;57;2;164,545;2019-06-01;329,09
308;2019;6;66;38;2;194,825;2019-06-01;389,65
309;2019;6;44;13;1;108,5;2019-06-01;108,5
310;2019;6;66;9;1;158,545;2019-06-01;158,545
311;2019;6;66;19;2;61,335;2019-06-01;122,67
312;2019;6;78;25;1;50,0;2019-06-01;50,0
313;2019;6;72;41;1;457,815;2019-06-01;457,815
314;2019;6;81;54;1;115,085;2019-06-01;115,085
315;2019;6;72;35;10;-2522,18;2019-06-01;-25221,8
316;2019;6;83;54;1;2300,23;2019-06-01;2300,23
317;2019;6;55;20;2;385,45;2019-06-01;770,9
318;2019;6;72;56;9;9172,88;2019-06-01;82555,92
319;2019;6;21;20;3;522,515;2019-06-01;1567,545
320;2019;6;42;58;1;231,525;2019-06-01;231,525
321;2019;6;66;56;8;310,74;2019-06-01;2485,92
322;2019;6;44;12;4;163,215;2019-06-01;652,86
323;2019;6;66;35;2;65,745;2019-06-01;131,49
324;2019;6;44;43;1;155,43;2019-06-01;155,43
325;2019;6;72;14;8;3105,49;2019-06-01;24843,92
326;2019;6;72;38;10;2036,625;2019-06-01;20366,25
327;2019;6;31;16;4;4377,835;2019-06-01;17511,34
328;2019;6;55;19;1;9122,64;2019-06-01;9122,64
329;2019;6;64;16;1;163,3;2019-06-01;163,3
330;2019;6;66;42;1;117,555;2019-06-01;117,555
331;2019;6;72;16;13;3074,495;2019-06-01;39968,435
332;2019;6;23;56;2;361,07;2019-06-01;722,14
333;2019;6;44;9;3;149,515;2019-06-01;448,54499999999996
334;2019;6;72;2;1;354,735;2019-06-01;354,735
335;2019;6;66;58;2;50,61;2019-06-01;101,22
336;2019;6;74;1;1;63,81;2019-06-01;63,81
337;2019;6;44;54;2;270,535;2019-06-01;541,07
338;2019;6;31;57;2;504,655;2019-06-01;1009,31
339;2019;6;44;16;7;314,37;2019-06-01;2200,59
340;2019;6;44;17;1;59,0;2019-06-01;59,0
341;2019;6;44;47;1;105,1;2019-06-01;105,1
342;2019;6;66;44;1;98,215;2019-06-01;98,215
343;2019;6;72;43;4;920,71;2019-06-01;3682,84
344;2019;6;72;54;2;136,02;2019-06-01;272,04
345;2019;6;31;1;1;51,5;2019-06-01;51,5
346;2019;6;64;26;3;1705,855;2019-06-01;5117,5650000000005
347;2019;6;31;38;1;675,28;2019-06-01;675,28
348;2019;6;66;14;6;387,41;2019-06-01;2324,46
349;2019;6;77;20;1;11859,25;2019-06-01;11859,25
350;2019;6;72;9;1;273,09;2019-06-01;273,09
351;2019;6;66;1;1;117,52;2019-06-01;117,52
352;2019;6;72;20;6;5941,915;2019-06-01;35651,49
353;2019;6;44;42;6;103,835;2019-06-01;623,01
354;2019;6;44;56;4;2419,08;2019-06-01;9676,32
355;2019;6;66;6;1;1179,5;2019-06-01;1179,5
356;2019;6;31;56;1;263,36;2019-06-01;263,36
357;2019;6;31;54;2;2437,6;2019-06-01;4875,2
358;2019;6;44;38;9;224,11;2019-06-01;2016,9900000000002
359;2019;6;72;1;4;114,585;2019-06-01;458,34
360;2019;6;72;12;11;405,23;2019-06-01;4457,530000000001
361;2019;6;74;2;1;58,35;2019-06-01;58,35
362;2019;6;66;16;7;972,645;2019-06-01;6808,514999999999
363;2019;6;66;55;2;104,72;2019-06-01;209,44
364;2019;6;64;57;1;58,6;2019-06-01;58,6
365;2019;6;72;59;2;950,14;2019-06-01;1900,28
366;2019;6;72;42;2;109,81;2019-06-01;219,62
367;2019;6;31;39;1;136,89;2019-06-01;136,89
368;2019;6;66;20;6;725,075;2019-06-01;4350,450000000001
369;2019;6;66;17;1;243,01;2019-06-01;243,01
370;2019;6;66;46;1;77,945;2019-06-01;77,945
371;2019;6;31;9;2;54,65;2019-06-01;109,3
372;2019;6;44;14;5;176,48;2019-06-01;882,4
373;2019;6;66;2;1;75,005;2019-06-01;75,005
374;2019;7;72;41;4;3170,59;2019-07-01;12682,36
375;2019;7;72;38;8;1276,355;2019-07-01;10210,84
376;2019;7;66;1;6;335,13;2019-07-01;2010,78
377;2019;7;66;57;2;110,21;2019-07-01;220,42
378;2019;7;66;19;30;2209,465;2019-07-01;66283,95000000001
379;2019;7;72;58;1;533,575;2019-07-01;533,575
380;2019;7;72;18;3;-720,72;2019-07-01;-2162,16
381;2019;7;62;27;3;77,315;2019-07-01;231,945
382;2019;7;81;47;4;213,2;2019-07-01;852,8
383;2019;7;72;9;4;1250,225;2019-07-01;5000,9
384;2019;7;66;54;2;518,24;2019-07-01;1036,48
385;2019;7;66;42;3;789,765;2019-07-01;2369,295
386;2019;7;44;55;1;114,62;2019-07-01;114,62
387;2019;7;31;38;1;68,75;2019-07-01;68,75
388;2019;7;72;42;5;1189,215;2019-07-01;5946,075
389;2019;7;44;39;1;61,875;2019-07-01;61,875
390;2019;7;66;43;6;700,315;2019-07-01;4201,89
391;2019;7;66;20;10;411,89;2019-07-01;4118,9
392;2019;7;72;12;11;-794,16;2019-07-01;-8735,76
393;2019;7;75;22;1;87,5;2019-07-01;87,5
394;2019;7;78;25;1;50,0;2019-07-01;50,0
395;2019;7;35;55;1;4322,43;2019-07-01;4322,43
396;2019;7;23;9;1;300,77;2019-07-01;300,77
397;2019;7;83;20;1;137,345;2019-07-01;137,345
398;2019;7;55;57;1;4963,17;2019-07-01;4963,17
399;2019;7;66;9;3;339,115;2019-07-01;1017,345
400;2019;7;13;16;1;76,85;2019-07-01;76,85
401;2019;7;72;59;2;112,99;2019-07-01;225,98
402;2019;7;31;17;1;52,535;2019-07-01;52,535
403;2019;7;66;2;2;130,875;2019-07-01;261,75
404;2019;7;44;20;1;74,04;2019-07-01;74,04
405;2019;7;44;54;1;86,25;2019-07-01;86,25
406;2019;7;31;35;5;-2200,05;2019-07-01;-11000,25
407;2019;7;66;39;1;153,21;2019-07-01;153,21
408;2019;7;72;16;20;7230,69;2019-07-01;144613,8
409;2019;7;44;14;6;173,595;2019-07-01;1041,57
410;2019;7;31;56;1;87,255;2019-07-01;87,255
411;2019;7;66;16;17;1081,245;2019-07-01;18381,164999999997
412;2019;7;21;20;2;258,145;2019-07-01;516,29
413;2019;7;44;38;9;330,515;2019-07-01;2974,6349999999998
414;2019;7;72;56;4;409,975;2019-07-01;1639,9
415;2019;7;31;16;1;195,145;2019-07-01;195,145
