;ano;mes;seguradora;vendedor;tot_apolices;venda;date;total_venda
828;2020;1;44;12;5;602,43;2020-01-01;3012,1499999999996
829;2020;1;72;20;3;3122,05;2020-01-01;9366,150000000001
830;2020;1;44;42;3;77,5;2020-01-01;232,5
831;2020;1;72;14;6;2773,23;2020-01-01;16639,38
832;2020;1;55;42;1;2596,77;2020-01-01;2596,77
833;2020;1;66;46;1;483,5;2020-01-01;483,5
834;2020;1;66;17;5;320,96;2020-01-01;1604,8
835;2020;1;77;20;1;8850,0;2020-01-01;8850,0
836;2020;1;72;58;1;88,095;2020-01-01;88,095
837;2020;1;31;14;1;1855,635;2020-01-01;1855,635
838;2020;1;44;20;1;112,5;2020-01-01;112,5
839;2020;1;66;57;3;201,04;2020-01-01;603,12
840;2020;1;31;38;3;-6,545;2020-01-01;-19,634999999999998
841;2020;1;31;58;1;270,605;2020-01-01;270,605
842;2020;1;72;38;6;2368,275;2020-01-01;14209,650000000001
843;2020;1;72;18;1;333,235;2020-01-01;333,235
844;2020;1;31;18;1;2177,31;2020-01-01;2177,31
845;2020;1;66;19;15;792,46;2020-01-01;11886,900000000001
846;2020;1;6;16;1;70,0;2020-01-01;70,0
847;2020;1;72;9;7;-2522,425;2020-01-01;-17656,975000000002
848;2020;1;72;15;2;1063,68;2020-01-01;2127,36
849;2020;1;23;9;1;19380,075;2020-01-01;19380,075
850;2020;1;6;12;4;90,0;2020-01-01;360,0
851;2020;1;66;36;3;196,32;2020-01-01;588,96
852;2020;1;66;42;1;71,42;2020-01-01;71,42
853;2020;1;72;55;1;397,87;2020-01-01;397,87
854;2020;1;66;9;1;51,785;2020-01-01;51,785
855;2020;1;31;12;2;357,325;2020-01-01;714,65
856;2020;1;21;37;2;50,0;2020-01-01;100,0
857;2020;1;72;59;1;327,9;2020-01-01;327,9
858;2020;1;66;20;10;660,205;2020-01-01;6602,05
859;2020;1;72;17;7;4392,39;2020-01-01;30746,730000000003
860;2020;1;64;22;2;224,52;2020-01-01;449,04
861;2020;1;72;12;7;-361,63;2020-01-01;-2531,41
862;2020;1;13;16;1;136,925;2020-01-01;136,925
863;2020;1;55;37;2;50,0;2020-01-01;100,0
864;2020;1;31;17;1;100,255;2020-01-01;100,255
865;2020;1;66;43;2;203,955;2020-01-01;407,91
866;2020;1;72;42;3;503,175;2020-01-01;1509,525
867;2020;1;31;35;6;148598,29;2020-01-01;891589,74
868;2020;1;72;56;1;319,14;2020-01-01;319,14
869;2020;1;66;2;3;1051,94;2020-01-01;3155,82
870;2020;1;55;20;4;7721,405;2020-01-01;30885,62
871;2020;1;31;16;30;7033,79;2020-01-01;211013,7
872;2020;1;72;16;8;5112,605;2020-01-01;40900,84
873;2020;1;72;35;3;-69,925;2020-01-01;-209,77499999999998
874;2020;2;66;56;1;71,42;2020-02-01;71,42
875;2020;2;44;19;1;26,25;2020-02-01;26,25
876;2020;2;66;46;2;1411,06;2020-02-01;2822,12
877;2020;2;66;59;4;176,535;2020-02-01;706,14
878;2020;2;33;2;1;80,64;2020-02-01;80,64
879;2020;2;66;17;2;88,425;2020-02-01;176,85
880;2020;2;72;1;1;2031,23;2020-02-01;2031,23
881;2020;2;72;14;2;310,75;2020-02-01;621,5
882;2020;2;44;38;4;94,375;2020-02-01;377,5
883;2020;2;66;16;13;491,685;2020-02-01;6391,905
884;2020;2;72;46;1;1852,79;2020-02-01;1852,79
885;2020;2;44;56;1;81,615;2020-02-01;81,615
886;2020;2;72;17;1;52,15;2020-02-01;52,15
887;2020;2;72;16;12;708,115;2020-02-01;8497,380000000001
888;2020;2;72;2;5;984,905;2020-02-01;4924,525
889;2020;2;44;9;1;73,75;2020-02-01;73,75
890;2020;2;44;42;1;73,75;2020-02-01;73,75
891;2020;2;66;9;1;107,23;2020-02-01;107,23
892;2020;2;66;38;3;546,115;2020-02-01;1638,345
893;2020;2;72;20;5;1743,94;2020-02-01;8719,7
894;2020;2;78;25;1;50,0;2020-02-01;50,0
895;2020;2;31;20;2;602,075;2020-02-01;1204,15
896;2020;2;72;47;1;50,96;2020-02-01;50,96
897;2020;2;75;37;1;-572,26;2020-02-01;-572,26
898;2020;2;66;58;1;100,97;2020-02-01;100,97
899;2020;2;44;59;4;137,5;2020-02-01;550,0
900;2020;2;44;12;4;130,75;2020-02-01;523,0
901;2020;2;31;43;1;76,25;2020-02-01;76,25
902;2020;2;54;9;1;100,0;2020-02-01;100,0
903;2020;2;31;12;1;488,235;2020-02-01;488,235
904;2020;2;72;38;7;2379,75;2020-02-01;16658,25
905;2020;2;64;18;1;310,73;2020-02-01;310,73
906;2020;2;21;16;2;103,7;2020-02-01;207,4
907;2020;2;72;43;2;2380,86;2020-02-01;4761,72
908;2020;2;31;38;1;217,165;2020-02-01;217,165
909;2020;2;72;12;3;268,85;2020-02-01;806,5500000000001
910;2020;2;66;14;3;624,3;2020-02-01;1872,8999999999999
911;2020;2;66;1;5;340,33;2020-02-01;1701,6499999999999
912;2020;2;31;9;1;739,005;2020-02-01;739,005
913;2020;2;72;57;3;181,315;2020-02-01;543,9449999999999
914;2020;2;72;19;8;1840,095;2020-02-01;14720,76
915;2020;2;66;47;1;258,59;2020-02-01;258,59
916;2020;2;13;1;1;121,3;2020-02-01;121,3
917;2020;2;72;39;4;232,1;2020-02-01;928,4
918;2020;2;66;2;2;92,74;2020-02-01;185,48
919;2020;2;31;16;7;1273,22;2020-02-01;8912,54
920;2020;2;31;57;2;626,245;2020-02-01;1252,49
921;2020;2;72;59;4;133,35;2020-02-01;533,4
922;2020;2;31;39;1;144,035;2020-02-01;144,035
923;2020;2;23;43;1;729,035;2020-02-01;729,035
924;2020;2;44;16;4;216,42;2020-02-01;865,68
925;2020;2;66;19;10;229,31;2020-02-01;2293,1
926;2020;2;66;57;1;51,79;2020-02-01;51,79
927;2020;2;44;20;1;65,75;2020-02-01;65,75
928;2020;2;66;43;2;320,5;2020-02-01;641,0
929;2020;2;55;20;7;6693,925;2020-02-01;46857,475
930;2020;2;72;35;4;199,745;2020-02-01;798,98
931;2020;2;72;56;1;118,975;2020-02-01;118,975
932;2020;2;21;2;1;21,375;2020-02-01;21,375
933;2020;2;44;17;1;64,0;2020-02-01;64,0
934;2020;2;31;42;1;52,0;2020-02-01;52,0
935;2020;2;66;13;1;71,435;2020-02-01;71,435
936;2020;2;72;9;2;233,935;2020-02-01;467,87
937;2020;2;31;35;2;60,39;2020-02-01;120,78
938;2020;2;6;12;4;-212,245;2020-02-01;-848,98
939;2020;2;66;27;1;55,76;2020-02-01;55,76
940;2020;2;72;15;1;96,64;2020-02-01;96,64
941;2020;3;64;16;1;135,085;2020-03-01;135,085
942;2020;3;66;42;2;95,0;2020-03-01;190,0
943;2020;3;64;25;1;1112,18;2020-03-01;1112,18
944;2020;3;31;16;13;10563,695;2020-03-01;137328,035
945;2020;3;44;9;3;131,75;2020-03-01;395,25
946;2020;3;72;17;1;54,6;2020-03-01;54,6
947;2020;3;72;16;8;678,785;2020-03-01;5430,28
948;2020;3;66;15;1;60,625;2020-03-01;60,625
949;2020;3;55;19;1;1168,215;2020-03-01;1168,215
950;2020;3;21;9;1;238,485;2020-03-01;238,485
951;2020;3;66;35;1;239,345;2020-03-01;239,345
952;2020;3;66;39;3;83,655;2020-03-01;250,965
953;2020;3;6;20;1;89,375;2020-03-01;89,375
954;2020;3;44;12;1;69,0;2020-03-01;69,0
955;2020;3;72;20;3;549,42;2020-03-01;1648,2599999999998
956;2020;3;72;14;2;786,335;2020-03-01;1572,67
957;2020;3;6;16;3;121,25;2020-03-01;363,75
958;2020;3;66;19;6;187,43;2020-03-01;1124,58
959;2020;3;62;27;1;58,0;2020-03-01;58,0
960;2020;3;21;12;1;40,14;2020-03-01;40,14
961;2020;3;55;42;1;1185,13;2020-03-01;1185,13
962;2020;3;31;20;5;536,175;2020-03-01;2680,875
963;2020;3;24;26;2;898,525;2020-03-01;1797,05
964;2020;3;21;20;1;30301,38;2020-03-01;30301,38
965;2020;3;66;57;4;382,055;2020-03-01;1528,22
966;2020;3;72;35;10;13514,96;2020-03-01;135149,59999999998
967;2020;3;31;52;1;81,5;2020-03-01;81,5
968;2020;3;55;37;1;170,48;2020-03-01;170,48
969;2020;3;54;20;1;292,65;2020-03-01;292,65
970;2020;3;66;9;4;119,385;2020-03-01;477,54
971;2020;3;78;25;1;50,0;2020-03-01;50,0
972;2020;3;66;20;4;170,835;2020-03-01;683,34
973;2020;3;44;13;3;138,0;2020-03-01;414,0
974;2020;3;72;47;1;1985,865;2020-03-01;1985,865
975;2020;3;72;12;8;352,665;2020-03-01;2821,32
976;2020;3;66;6;1;2006,845;2020-03-01;2006,845
977;2020;3;66;17;2;841,965;2020-03-01;1683,93
978;2020;3;31;12;1;271,915;2020-03-01;271,915
979;2020;3;66;16;6;176,985;2020-03-01;1061,91
980;2020;3;44;38;3;85,625;2020-03-01;256,875
981;2020;3;72;1;2;-1084,425;2020-03-01;-2168,85
982;2020;3;54;26;1;-61874,485;2020-03-01;-61874,485
983;2020;3;31;35;1;58,655;2020-03-01;58,655
984;2020;3;66;13;4;101,265;2020-03-01;405,06
985;2020;3;55;20;12;14403,96;2020-03-01;172847,52
986;2020;3;72;42;2;117,755;2020-03-01;235,51
987;2020;3;72;9;8;873,76;2020-03-01;6990,08
988;2020;3;44;42;1;73,75;2020-03-01;73,75
989;2020;3;55;35;1;919,965;2020-03-01;919,965
990;2020;3;55;58;2;234,56;2020-03-01;469,12
991;2020;3;31;38;2;93,75;2020-03-01;187,5
992;2020;3;66;14;5;270,525;2020-03-01;1352,625
993;2020;3;72;38;4;638,97;2020-03-01;2555,88
994;2020;3;77;20;2;17650,0;2020-03-01;35300,0
995;2020;3;72;13;6;311,055;2020-03-01;1866,33
996;2020;3;72;43;3;796,785;2020-03-01;2390,355
997;2020;3;31;13;1;289,915;2020-03-01;289,915
998;2020;3;23;1;1;659,53;2020-03-01;659,53
999;2020;3;44;17;2;85,0;2020-03-01;170,0
1000;2020;3;35;27;1;55,25;2020-03-01;55,25
1001;2020;3;6;12;8;374,87;2020-03-01;2998,96
1002;2020;3;44;16;4;145,54;2020-03-01;582,16
1003;2020;3;72;19;3;5741,105;2020-03-01;17223,315
1004;2020;3;21;17;1;50,0;2020-03-01;50,0
1005;2020;3;72;57;4;569,41;2020-03-01;2277,64
1006;2020;3;31;57;3;1062,59;2020-03-01;3187,7699999999995
1007;2020;3;75;27;1;50,005;2020-03-01;50,005
1008;2020;3;72;2;4;2333,305;2020-03-01;9333,22
1009;2020;4;21;20;3;819,64;2020-04-01;2458,92
1010;2020;4;72;59;2;232,42;2020-04-01;464,84
1011;2020;4;31;17;1;385,235;2020-04-01;385,235
1012;2020;4;31;9;2;73,75;2020-04-01;147,5
1013;2020;4;31;16;6;-925,155;2020-04-01;-5550,93
1014;2020;4;72;56;1;1300,865;2020-04-01;1300,865
1015;2020;4;72;35;7;-883,565;2020-04-01;-6184,955
1016;2020;4;72;16;12;6820,175;2020-04-01;81842,1
1017;2020;4;66;19;6;420,165;2020-04-01;2520,9900000000002
1018;2020;4;31;35;4;158,025;2020-04-01;632,1
1019;2020;4;64;16;2;177,655;2020-04-01;355,31
1020;2020;4;66;2;1;298,61;2020-04-01;298,61
1021;2020;4;55;20;10;6001,41;2020-04-01;60014,1
1022;2020;4;72;17;3;298,095;2020-04-01;894,2850000000001
1023;2020;4;31;52;1;130,75;2020-04-01;130,75
1024;2020;4;6;19;1;81,89;2020-04-01;81,89
1025;2020;4;13;16;1;192,465;2020-04-01;192,465
1026;2020;4;66;13;3;618,355;2020-04-01;1855,065
1027;2020;4;66;9;3;177,215;2020-04-01;531,645
1028;2020;4;21;2;1;61,015;2020-04-01;61,015
1029;2020;4;64;12;1;70,25;2020-04-01;70,25
1030;2020;4;78;25;1;50,0;2020-04-01;50,0
1031;2020;4;72;46;1;137,475;2020-04-01;137,475
1032;2020;4;66;43;2;131,25;2020-04-01;262,5
1033;2020;4;66;38;1;73,4;2020-04-01;73,4
1034;2020;4;72;12;8;473,25;2020-04-01;3786,0
1035;2020;4;6;16;2;127,955;2020-04-01;255,91
1036;2020;4;72;38;6;845,885;2020-04-01;5075,3099999999995
1037;2020;4;66;42;4;202,295;2020-04-01;809,18
1038;2020;4;72;9;5;999,835;2020-04-01;4999,175
1039;2020;4;44;19;1;73,75;2020-04-01;73,75
1040;2020;4;66;36;1;60,71;2020-04-01;60,71
1041;2020;4;64;26;2;201,78;2020-04-01;403,56
1042;2020;4;44;27;2;2328,225;2020-04-01;4656,45
1043;2020;4;66;1;1;71,42;2020-04-01;71,42
1044;2020;4;19;26;1;-34795,89;2020-04-01;-34795,89
1045;2020;4;44;13;1;108,145;2020-04-01;108,145
1046;2020;4;66;57;1;179,8;2020-04-01;179,8
1047;2020;4;31;13;1;72,5;2020-04-01;72,5
1048;2020;4;66;46;1;90,9;2020-04-01;90,9
1049;2020;4;66;39;1;139,03;2020-04-01;139,03
1050;2020;4;72;14;1;111,59;2020-04-01;111,59
1051;2020;4;21;25;1;50,0;2020-04-01;50,0
1052;2020;4;66;17;6;112,36;2020-04-01;674,16
1053;2020;4;44;42;2;118,895;2020-04-01;237,79
1054;2020;4;83;2;1;27,845;2020-04-01;27,845
1055;2020;4;72;13;4;527,38;2020-04-01;2109,52
1056;2020;4;31;39;1;112,5;2020-04-01;112,5
1057;2020;4;44;16;6;241,245;2020-04-01;1447,47
1058;2020;4;31;20;7;32513,05;2020-04-01;227591,35
1059;2020;4;72;2;17;5819,895;2020-04-01;98938,21500000001
1060;2020;4;44;12;5;720,13;2020-04-01;3600,65
1061;2020;4;6;12;2;407,415;2020-04-01;814,83
1062;2020;4;44;52;1;73,75;2020-04-01;73,75
1063;2020;4;72;57;5;750,31;2020-04-01;3751,5499999999997
1064;2020;4;21;12;1;84,49;2020-04-01;84,49
1065;2020;4;44;9;2;115,25;2020-04-01;230,5
1066;2020;4;72;20;5;1743,215;2020-04-01;8716,074999999999
1067;2020;4;66;35;1;676,825;2020-04-01;676,825
1068;2020;4;31;2;2;2644,39;2020-04-01;5288,78
1069;2020;4;41;2;1;-531,705;2020-04-01;-531,705
1070;2020;4;72;19;3;2868,07;2020-04-01;8604,210000000001
1071;2020;4;31;12;4;3243,45;2020-04-01;12973,8
1072;2020;4;66;14;3;306,53;2020-04-01;919,5899999999999
1073;2020;4;31;19;1;349,045;2020-04-01;349,045
1074;2020;4;35;27;3;2994,425;2020-04-01;8983,275000000001
1075;2020;4;31;57;4;334,6;2020-04-01;1338,4
1076;2020;4;44;38;3;104,35;2020-04-01;313,04999999999995
1077;2020;4;66;16;10;476,64;2020-04-01;4766,4
1078;2020;5;66;36;1;127,195;2020-05-01;127,195
1079;2020;5;72;35;4;140,27;2020-05-01;561,08
1080;2020;5;55;20;2;357,55;2020-05-01;715,1
1081;2020;5;31;38;1;68,75;2020-05-01;68,75
1082;2020;5;44;46;1;66,95;2020-05-01;66,95
1083;2020;5;6;16;3;358,47;2020-05-01;1075,41
1084;2020;5;72;9;13;2257,735;2020-05-01;29350,555
1085;2020;5;44;17;2;112,235;2020-05-01;224,47
1086;2020;5;41;11;2;1683,675;2020-05-01;3367,35
1087;2020;5;31;35;2;18,605;2020-05-01;37,21
1088;2020;5;66;13;1;51,785;2020-05-01;51,785
1089;2020;5;72;15;2;142,035;2020-05-01;284,07
1090;2020;5;72;52;1;50,85;2020-05-01;50,85
1091;2020;5;66;57;8;649,7;2020-05-01;5197,6
1092;2020;5;6;37;1;50,0;2020-05-01;50,0
1093;2020;5;66;19;4;93,075;2020-05-01;372,3
1094;2020;5;55;27;2;209,54;2020-05-01;419,08
1095;2020;5;31;52;1;87,5;2020-05-01;87,5
1096;2020;5;66;43;2;115,14;2020-05-01;230,28
1097;2020;5;72;39;1;164,835;2020-05-01;164,835
1098;2020;5;64;16;2;1373,51;2020-05-01;2747,02
1099;2020;5;72;16;18;4986,765;2020-05-01;89761,77
1100;2020;5;31;57;5;12490,235;2020-05-01;62451,175
1101;2020;5;66;39;1;223,07;2020-05-01;223,07
1102;2020;5;66;2;3;279,76;2020-05-01;839,28
1103;2020;5;44;16;8;232,265;2020-05-01;1858,12
1104;2020;5;44;13;1;69,0;2020-05-01;69,0
1105;2020;5;6;12;8;354,315;2020-05-01;2834,52
1106;2020;5;55;37;1;368,425;2020-05-01;368,425
1107;2020;5;72;59;1;142,705;2020-05-01;142,705
1108;2020;5;72;57;12;8011,595;2020-05-01;96139,14
1109;2020;5;31;16;6;-38800,745;2020-05-01;-232804,47000000003
1110;2020;5;31;12;3;58,365;2020-05-01;175,095
1111;2020;5;72;12;3;267,235;2020-05-01;801,705
1112;2020;5;64;18;1;68,555;2020-05-01;68,555
1113;2020;5;64;38;1;59,0;2020-05-01;59,0
1114;2020;5;66;1;1;738,555;2020-05-01;738,555
1115;2020;5;72;38;12;1133,495;2020-05-01;13601,939999999999
1116;2020;5;66;20;15;1189,07;2020-05-01;17836,05
1117;2020;5;72;42;1;71,615;2020-05-01;71,615
1118;2020;5;72;47;1;106,34;2020-05-01;106,34
1119;2020;5;66;38;8;940,89;2020-05-01;7527,12
1120;2020;5;72;20;6;2237,21;2020-05-01;13423,26
1121;2020;5;44;42;2;69,0;2020-05-01;138,0
1122;2020;5;77;20;1;11833,17;2020-05-01;11833,17
1123;2020;5;66;14;1;174,26;2020-05-01;174,26
1124;2020;5;21;35;1;-520,945;2020-05-01;-520,945
1125;2020;5;72;46;1;6929,495;2020-05-01;6929,495
1126;2020;5;35;27;1;50,0;2020-05-01;50,0
1127;2020;5;72;2;15;3186,785;2020-05-01;47801,774999999994
1128;2020;5;72;13;8;5403,43;2020-05-01;43227,44
1129;2020;5;78;25;1;50,0;2020-05-01;50,0
1130;2020;5;64;27;1;80,1;2020-05-01;80,1
1131;2020;5;44;39;1;82,59;2020-05-01;82,59
1132;2020;5;66;9;6;500,345;2020-05-01;3002,07
1133;2020;5;31;39;2;201,405;2020-05-01;402,81
1134;2020;5;44;27;5;126,0;2020-05-01;630,0
1135;2020;5;66;17;4;1673,675;2020-05-01;6694,7
1136;2020;5;66;46;2;988,405;2020-05-01;1976,81
1137;2020;5;72;1;2;323,49;2020-05-01;646,98
1138;2020;5;66;52;1;71,415;2020-05-01;71,415
1139;2020;5;66;15;1;53,73;2020-05-01;53,73
1140;2020;5;23;16;1;605,85;2020-05-01;605,85
1141;2020;5;72;44;1;842,79;2020-05-01;842,79
1142;2020;5;38;26;1;50,0;2020-05-01;50,0
1143;2020;5;31;20;5;7419,29;2020-05-01;37096,45
1144;2020;5;66;56;1;71,42;2020-05-01;71,42
1145;2020;5;44;38;2;73,885;2020-05-01;147,77
1146;2020;5;66;35;4;88,08;2020-05-01;352,32
1147;2020;5;66;16;36;4677,375;2020-05-01;168385,5
1148;2020;5;55;12;1;-1560,195;2020-05-01;-1560,195
1149;2020;5;44;12;4;1396,72;2020-05-01;5586,88
1150;2020;6;72;9;8;2515,305;2020-06-01;20122,44
1151;2020;6;79;19;1;506,455;2020-06-01;506,455
1152;2020;6;35;27;1;50,0;2020-06-01;50,0
1153;2020;6;72;43;2;3470,86;2020-06-01;6941,72
1154;2020;6;75;27;2;183,035;2020-06-01;366,07
1155;2020;6;31;57;7;7259,79;2020-06-01;50818,53
1156;2020;6;21;17;3;10117,84;2020-06-01;30353,52
1157;2020;6;13;18;1;130,235;2020-06-01;130,235
1158;2020;6;6;12;21;997,545;2020-06-01;20948,445
1159;2020;6;72;57;6;9042,19;2020-06-01;54253,14
1160;2020;6;66;14;1;120,915;2020-06-01;120,915
1161;2020;6;72;13;4;4151,53;2020-06-01;16606,12
1162;2020;6;6;22;1;112,5;2020-06-01;112,5
1163;2020;6;31;38;1;109,965;2020-06-01;109,965
1164;2020;6;75;37;1;120,96;2020-06-01;120,96
1165;2020;6;72;19;3;619,67;2020-06-01;1859,0099999999998
1166;2020;6;42;19;1;1033,605;2020-06-01;1033,605
1167;2020;6;64;27;5;50,0;2020-06-01;250,0
1168;2020;6;31;13;1;2692,645;2020-06-01;2692,645
1169;2020;6;72;38;13;1590,595;2020-06-01;20677,735
1170;2020;6;21;16;2;127,945;2020-06-01;255,89
1171;2020;6;31;18;1;163,545;2020-06-01;163,545
1172;2020;6;64;18;1;234,24;2020-06-01;234,24
1173;2020;6;66;13;3;541,64;2020-06-01;1624,92
1174;2020;6;31;35;2;170,1;2020-06-01;340,2
1175;2020;6;66;17;3;754,3;2020-06-01;2262,8999999999996
1176;2020;6;44;38;2;71,375;2020-06-01;142,75
1177;2020;6;6;26;2;162,5;2020-06-01;325,0
1178;2020;6;72;42;1;213,505;2020-06-01;213,505
1179;2020;6;23;57;1;92,805;2020-06-01;92,805
1180;2020;6;31;9;2;-987,585;2020-06-01;-1975,17
1181;2020;6;38;26;1;144,47;2020-06-01;144,47
1182;2020;6;72;35;10;422,815;2020-06-01;4228,15
1183;2020;6;55;20;9;39846,89;2020-06-01;358622,01
1184;2020;6;31;39;1;251,505;2020-06-01;251,505
1185;2020;6;44;16;7;315,62;2020-06-01;2209,34
1186;2020;6;31;42;1;593,83;2020-06-01;593,83
1187;2020;6;72;12;11;1235,6;2020-06-01;13591,599999999999
1188;2020;6;21;25;1;50,0;2020-06-01;50,0
1189;2020;6;66;20;10;826,59;2020-06-01;8265,9
1190;2020;6;68;27;3;50,03;2020-06-01;150,09
1191;2020;6;55;17;1;1133,135;2020-06-01;1133,135
1192;2020;6;72;59;1;145,7;2020-06-01;145,7
1193;2020;6;24;27;1;125,925;2020-06-01;125,925
1194;2020;6;75;22;5;461,125;2020-06-01;2305,625
1195;2020;6;72;52;2;2560,19;2020-06-01;5120,38
1196;2020;6;31;12;1;269,12;2020-06-01;269,12
1197;2020;6;72;39;1;62,35;2020-06-01;62,35
1198;2020;6;6;25;3;169,85;2020-06-01;509,54999999999995
1199;2020;6;66;18;4;78,795;2020-06-01;315,18
1200;2020;6;44;27;1;59,5;2020-06-01;59,5
1201;2020;6;21;2;1;48,04;2020-06-01;48,04
1202;2020;6;6;16;4;206,935;2020-06-01;827,74
1203;2020;6;66;38;3;334,375;2020-06-01;1003,125
1204;2020;6;55;19;2;2695,535;2020-06-01;5391,07
1205;2020;6;24;25;1;50,0;2020-06-01;50,0
1206;2020;6;78;25;1;50,0;2020-06-01;50,0
1207;2020;6;44;2;1;98,29;2020-06-01;98,29
1208;2020;6;66;19;7;541,59;2020-06-01;3791,13
1209;2020;6;41;11;4;1954,235;2020-06-01;7816,94
1210;2020;6;44;20;1;562,945;2020-06-01;562,945
1211;2020;6;66;57;8;738,67;2020-06-01;5909,36
1212;2020;6;6;37;5;50,0;2020-06-01;250,0
1213;2020;6;66;16;12;823,485;2020-06-01;9881,82
1214;2020;6;72;14;3;999,07;2020-06-01;2997,21
1215;2020;6;44;42;1;59,5;2020-06-01;59,5
1216;2020;6;6;2;1;504,185;2020-06-01;504,185
1217;2020;6;55;38;1;618,52;2020-06-01;618,52
1218;2020;6;72;44;1;1853,395;2020-06-01;1853,395
1219;2020;6;55;9;1;278,615;2020-06-01;278,615
1220;2020;6;23;16;1;232,52;2020-06-01;232,52
1221;2020;6;66;39;1;71,325;2020-06-01;71,325
1222;2020;6;72;20;8;5526,51;2020-06-01;44212,08
1223;2020;6;4;16;1;2825,015;2020-06-01;2825,015
1224;2020;6;55;35;1;145,38;2020-06-01;145,38
1225;2020;6;31;16;6;5610,91;2020-06-01;33665,46
1226;2020;6;62;22;3;95,5;2020-06-01;286,5
1227;2020;6;44;12;5;2419,175;2020-06-01;12095,875
1228;2020;6;31;20;9;14617,75;2020-06-01;131559,75
1229;2020;6;31;2;1;1026,23;2020-06-01;1026,23
1230;2020;6;72;16;12;2614,34;2020-06-01;31372,08
1231;2020;6;66;35;5;235,85;2020-06-01;1179,25
1232;2020;6;44;19;2;115,965;2020-06-01;231,93
1233;2020;6;21;9;2;1398,51;2020-06-01;2797,02
1234;2020;6;44;9;2;123,22;2020-06-01;246,44
1235;2020;6;31;17;2;97,505;2020-06-01;195,01
1236;2020;6;75;25;1;87,48;2020-06-01;87,48
1237;2020;6;66;9;5;188,505;2020-06-01;942,525
1238;2020;6;72;2;7;2250,24;2020-06-01;15751,679999999998
1239;2020;6;79;17;1;33,86;2020-06-01;33,86
1240;2020;6;66;42;1;72,36;2020-06-01;72,36
1241;2020;6;72;17;2;522,83;2020-06-01;1045,66
