ano,mes,seguradora,vendedor,tot_apolices,receita
2019,10,64,16,1,"250,6"
2019,10,31,42,1,"110,26"
2019,10,31,39,1,"87,5"
2019,10,31,38,1,75
2019,10,31,35,1,"-1020,81"
2019,10,31,16,3,"2103,195"
2019,10,31,14,1,"140,465"
2019,10,31,12,1,"384,58"
2019,10,66,58,1,"236,75"
2019,10,66,57,6,"1861,2"
2019,10,66,56,2,"238,075"
2019,10,66,44,1,"133,69"
2019,10,66,43,1,"62,31"
2019,10,66,42,3,"265,695"
2019,10,66,39,2,"98,595"
2019,10,66,38,13,"2429,15"
2019,10,66,20,6,"460,19"
2019,10,66,19,4,"244,895"
2019,10,66,17,5,"4314,595"
2019,10,66,16,19,"1080,66"
2019,10,66,14,2,"227,44"
2019,10,66,9,2,"201,735"
2019,10,72,59,1,"284,205"
2019,10,72,57,10,"1791,745"
2019,10,72,56,2,"-175,285"
2019,10,72,55,2,"77,76"
2019,10,72,54,2,"373,02"
2019,10,72,44,3,"1280,625"
2019,10,72,42,1,"148,67"
2019,10,72,41,1,"237,14"
2019,10,72,39,1,"621,07"
2019,10,72,38,11,"1990,925"
2019,10,72,35,11,"-447,08"
2019,10,72,20,2,"430,4"
2019,10,72,16,24,"7652,315"
2019,10,72,14,4,"1464,57"
2019,10,72,12,16,"1438,88"
2019,10,72,9,15,"2990,31"
2019,10,72,2,4,"401,535"
2019,10,72,1,2,"1136,04"
2019,11,72,59,2,110
2019,11,72,57,5,"1707,25"
2019,11,72,56,1,"181,69"
2019,11,72,52,1,"788,215"
2019,11,72,47,1,"81,88"
2019,11,72,42,1,"94,87"
2019,11,72,41,1,"237,14"
2019,11,72,38,8,"1893,78"
2019,11,72,35,11,-3724
2019,11,72,20,1,"106,22"
2019,11,72,19,1,"596,3"
2019,11,72,16,11,"1513,43"
2019,11,72,14,2,"3150,74"
2019,11,72,12,15,"947,585"
2019,11,72,9,6,"1019,3"
2019,11,72,2,2,"84,165"
2019,11,72,1,3,"2264,775"
2019,11,66,59,1,"71,42"
2019,11,66,57,6,"943,9"
2019,11,66,56,1,"78,195"
2019,11,66,55,1,"153,05"
2019,11,66,52,1,"274,79"
2019,11,66,43,4,"431,72"
2019,11,66,39,3,"263,87"
2019,11,66,38,5,"887,635"
2019,11,66,35,1,"110,715"
2019,11,66,20,5,"989,525"
2019,11,66,19,5,"1208,33"
2019,11,66,17,4,"768,215"
2019,11,66,16,16,"1511,31"
2019,11,66,14,1,"71,42"
2019,11,66,13,1,"234,11"
2019,11,66,9,5,"374,285"
2019,11,66,2,1,"72,99"
2019,11,31,57,6,"5044,25"
2019,11,31,52,1,"87,5"
2019,11,31,38,5,"202,675"
2019,11,31,35,5,"10779,65"
2019,11,31,16,3,"5105,26"
2019,11,31,12,1,"1144,005"
2019,11,64,27,1,"625,95"
2019,11,64,16,3,"363,695"
2019,11,64,2,1,"76,71"
2019,11,77,20,1,"2124,18"
2019,11,44,59,1,"71,25"
2019,11,44,42,1,"61,875"
2019,11,44,38,5,"122,095"
2019,11,44,20,1,"112,5"
2019,11,44,19,1,"112,5"
2019,11,44,16,8,"73,61"
2019,11,44,13,1,100
2019,11,44,12,8,"417,445"
2019,11,44,9,3,"121,25"
2019,11,55,20,1,"87,5"
2019,11,55,11,1,"67,25"
2019,11,56,17,1,"2955,675"
2019,11,62,22,2,"206,085"
2019,11,75,22,3,"638,665"
2019,11,54,42,1,"1031,16"
2019,11,23,20,1,"172,91"
2019,11,23,16,1,"-31,875"
2019,11,24,22,1,86
2019,11,6,12,1,70
2019,11,21,17,1,"74,675"
2019,11,21,16,1,50
2019,12,21,16,1,"87,33"
2019,12,6,12,1,70
2019,12,13,16,2,"184,935"
2019,12,23,20,1,"1896,435"
2019,12,75,22,1,"87,5"
2019,12,55,16,1,"125950,595"
2019,12,44,38,17,"532,885"
2019,12,44,35,4,"101,44"
2019,12,44,20,1,"142,005"
2019,12,44,16,5,"292,395"
2019,12,44,12,3,"1089,98"
2019,12,44,9,2,"114,84"
2019,12,77,20,1,8850
2019,12,74,12,1,"867,295"
2019,12,79,2,1,"125,165"
2019,12,64,57,1,"141,455"
2019,12,64,16,2,"1059,03"
2019,12,31,38,1,"98,28"
2019,12,31,35,2,"7465,92"
2019,12,31,19,1,"1501,965"
2019,12,31,16,3,"12442,61"
2019,12,31,12,1,"665,87"
2019,12,31,9,1,"646,69"
2019,12,66,57,5,"421,455"
2019,12,66,56,7,"465,6"
2019,12,66,47,1,"71,42"
2019,12,66,43,4,"175,11"
2019,12,66,42,1,"190,77"
2019,12,66,39,2,"53,45"
2019,12,66,38,5,"887,515"
2019,12,66,35,1,"70,535"
2019,12,66,20,4,"1167,27"
2019,12,66,19,3,"225,64"
2019,12,66,17,5,"1250,425"
2019,12,66,16,17,"1782,145"
2019,12,66,9,3,"374,73"
2019,12,66,1,1,"334,41"
2019,12,72,59,1,"610,765"
2019,12,72,57,5,"926,755"
2019,12,72,56,2,"407,055"
2019,12,72,52,2,"768,91"
2019,12,72,47,2,"455,83"
2019,12,72,43,3,"357,005"
2019,12,72,39,1,"1350,015"
2019,12,72,38,6,"1433,985"
2019,12,72,20,2,"1037,29"
2019,12,72,19,5,"1508,355"
2019,12,72,17,1,"418,485"
2019,12,72,16,16,"2665,065"
2019,12,72,14,1,"216,67"
2019,12,72,12,8,"303,955"
2019,12,72,9,11,"2610,515"
2019,12,72,2,2,"72,5"
2020,1,72,59,1,"486,79"
2020,1,72,57,2,"463,16"
2020,1,72,56,2,"661,87"
2020,1,72,55,1,"397,87"
2020,1,72,52,1,"252,395"
2020,1,72,47,3,"1383,38"
2020,1,72,44,1,"90,69"
2020,1,72,42,2,"520,82"
2020,1,72,41,2,"673,37"
2020,1,72,38,7,"1849,73"
2020,1,72,36,1,"3824,2"
2020,1,72,19,1,"1077,58"
2020,1,72,17,2,"202,72"
2020,1,72,16,9,"1149,555"
2020,1,72,14,4,"439,35"
2020,1,72,13,1,"945,645"
2020,1,72,12,17,"7528,91"
2020,1,72,9,12,"1684,595"
2020,1,72,2,2,"241,445"
2020,1,72,1,1,"328,115"
2020,1,66,59,1,"71,385"
2020,1,66,56,2,"98,545"
2020,1,66,52,1,"113,765"
2020,1,66,46,1,"483,5"
2020,1,66,42,1,"71,42"
2020,1,66,39,1,"53,865"
2020,1,66,38,8,"797,855"
2020,1,66,36,1,"82,33"
2020,1,66,35,2,"567,32"
2020,1,66,20,5,"1358,155"
2020,1,66,19,9,"390,88"
2020,1,66,17,9,"782,365"
2020,1,66,16,13,"1590,5"
2020,1,66,9,7,"897,12"
2020,1,66,2,4,"1873,98"
2020,1,31,42,2,"1029,52"
2020,1,31,38,5,"718,16"
2020,1,31,37,1,"2252,31"
2020,1,31,35,2,"4800,51"
2020,1,31,20,1,"610,335"
2020,1,31,16,6,"4609,99"
2020,1,31,9,3,"7526,37"
2020,1,79,2,1,"125,165"
2020,1,44,52,1,"73,75"
2020,1,44,42,2,"73,75"
2020,1,44,38,6,"781,275"
2020,1,44,16,7,"658,195"
2020,1,44,12,3,"130,535"
2020,1,44,9,2,150
2020,1,55,20,4,"1998,025"
2020,1,55,19,1,"4204,635"
2020,1,23,20,1,"70,78"
2020,1,23,9,1,"19380,075"
2020,1,13,57,1,"89,36"
2020,1,13,16,1,"98,46"
2020,1,6,12,1,30
2020,1,21,20,1,"74,59"
2020,1,42,56,1,"207,48"
2020,1,42,20,1,"429,97"
2020,2,21,16,2,"158,82"
2020,2,6,12,3,110
2020,2,13,16,1,"122,12"
2020,2,23,16,2,"719,61"
2020,2,55,38,1,"7450,595"
2020,2,55,35,1,"79,625"
2020,2,55,20,2,"9491,795"
2020,2,55,12,1,"196,805"
2020,2,44,59,1,"71,25"
2020,2,44,56,1,"138,8"
2020,2,44,42,2,"72,5"
2020,2,44,38,3,"250,11"
2020,2,44,35,1,"61,875"
2020,2,44,20,1,"112,5"
2020,2,44,16,2,"113,985"
2020,2,44,12,4,"163,335"
2020,2,44,9,1,"73,75"
2020,2,79,2,1,"125,165"
2020,2,77,20,3,26450
2020,2,31,57,3,"4655,08"
2020,2,31,39,2,"181,535"
2020,2,31,38,1,"-74,12"
2020,2,31,37,1,"1151,155"
2020,2,31,35,4,"7103,97"
2020,2,31,20,2,"626,855"
2020,2,31,19,1,"537,22"
2020,2,31,18,1,"2177,31"
2020,2,31,17,1,"87,5"
2020,2,31,16,4,"7281,915"
2020,2,31,12,1,100
2020,2,31,9,1,"781,21"
2020,2,66,59,3,"155,065"
2020,2,66,57,2,"92,82"
2020,2,66,56,4,"302,43"
2020,2,66,43,3,"445,32"
2020,2,66,42,1,"129,465"
2020,2,66,38,4,"827,445"
2020,2,66,36,1,"64,28"
2020,2,66,35,1,"71,42"
2020,2,66,20,6,"529,24"
2020,2,66,19,9,"732,26"
2020,2,66,17,3,"397,325"
2020,2,66,16,9,"353,56"
2020,2,66,14,4,"717,86"
2020,2,66,13,1,"71,43"
2020,2,66,2,3,"196,015"
2020,2,72,59,5,"569,96"
2020,2,72,57,6,"296,08"
2020,2,72,56,2,"2100,205"
2020,2,72,52,1,"788,215"
2020,2,72,47,1,"103,555"
2020,2,72,44,1,"206,505"
2020,2,72,42,2,"411,105"
2020,2,72,39,2,"1962,01"
2020,2,72,38,7,"3861,155"
2020,2,72,36,3,"652,655"
2020,2,72,35,1,"344,79"
2020,2,72,20,4,"3664,315"
2020,2,72,19,9,"2769,755"
2020,2,72,17,3,"226,505"
2020,2,72,16,9,"3350,935"
2020,2,72,15,2,"1063,68"
2020,2,72,14,2,"710,105"
2020,2,72,12,3,"109,695"
2020,2,72,9,1,"158,29"
2020,2,72,2,1,"-5,125"
2020,3,72,57,3,"433,045"
2020,3,72,47,1,"78,84"
2020,3,72,43,2,"2387,42"
2020,3,72,38,5,"549,445"
2020,3,72,36,1,"204,22"
2020,3,72,35,4,"-2418,985"
2020,3,72,20,5,"1832,775"
2020,3,72,19,2,"3441,7"
2020,3,72,16,5,"209,565"
2020,3,72,14,2,"310,745"
2020,3,72,13,3,"124,59"
2020,3,72,12,5,"307,1"
2020,3,72,9,9,"797,24"
2020,3,72,2,2,"1101,49"
2020,3,72,1,2,"-941,865"
2020,3,66,59,2,"92,885"
2020,3,66,58,1,"100,97"
2020,3,66,57,5,"237,465"
2020,3,66,39,2,"92,245"
2020,3,66,38,1,"65,48"
2020,3,66,27,1,"55,755"
2020,3,66,20,3,"219,745"
2020,3,66,19,6,"224,025"
2020,3,66,17,3,"1128,865"
2020,3,66,16,7,"397,71"
2020,3,66,14,3,"181,045"
2020,3,66,13,1,"71,42"
2020,3,66,9,2,"103,53"
2020,3,66,6,1,"2006,845"
2020,3,31,57,4,"3169,1"
2020,3,31,52,1,"87,5"
2020,3,31,42,2,"1978,44"
2020,3,31,38,1,"217,165"
2020,3,31,35,3,"20509,535"
2020,3,31,20,1,"366,875"
2020,3,31,19,1,"106,745"
2020,3,31,16,34,"6324,06"
2020,3,31,14,1,"2199,57"
2020,3,31,12,1,"488,235"
2020,3,31,9,1,"739,005"
2020,3,83,20,1,"82,575"
2020,3,44,59,3,"116,25"
2020,3,44,56,1,"89,52"
2020,3,44,42,1,"73,75"
2020,3,44,38,6,"122,875"
2020,3,44,20,1,"68,75"
2020,3,44,19,1,"73,75"
2020,3,44,17,1,"67,5"
2020,3,44,16,5,"-372,61"
2020,3,44,13,1,"112,5"
2020,3,44,12,3,"121,25"
2020,3,44,9,1,"73,75"
2020,3,55,20,3,"4819,685"
2020,3,55,16,1,"2162,705"
2020,3,23,43,1,"729,035"
2020,3,54,9,1,100
2020,3,6,16,1,"73,75"
2020,3,6,12,10,"147,38"
2020,3,21,20,1,"30301,38"
2020,3,21,16,1,"99,11"
2020,3,21,9,1,"238,485"
2020,3,21,2,1,"21,375"
2020,3,35,55,1,"4322,43"
2020,4,21,20,1,"-163,915"
2020,4,21,12,2,"74,63"
2020,4,6,16,2,"97,5"
2020,4,6,12,1,"73,75"
2020,4,13,57,1,"109,155"
2020,4,23,55,1,"712,535"
2020,4,55,38,1,"14851,19"
2020,4,55,35,1,"696,51"
2020,4,55,20,8,"6631,355"
2020,4,55,19,1,"1168,215"
2020,4,44,52,1,"73,75"
2020,4,44,42,1,"73,75"
2020,4,44,38,3,"85,625"
2020,4,44,19,1,"73,75"
2020,4,44,17,2,85
2020,4,44,16,3,"136,175"
2020,4,44,13,1,"73,75"
2020,4,44,12,2,"514,92"
2020,4,44,9,2,150
2020,4,83,2,1,"45,57"
2020,4,79,2,1,"125,17"
2020,4,81,2,1,"689,545"
2020,4,31,57,1,"140,845"
2020,4,31,38,2,"93,75"
2020,4,31,35,3,"20463,36"
2020,4,31,19,1,"241,195"
2020,4,31,17,1,"385,23"
2020,4,31,16,4,"1640,305"
2020,4,31,13,1,"289,915"
2020,4,31,12,2,"210,115"
2020,4,66,56,1,"71,42"
2020,4,66,47,1,"258,59"
2020,4,66,46,2,"243,96"
2020,4,66,43,1,"60,71"
2020,4,66,42,1,"71,42"
2020,4,66,39,1,"76,61"
2020,4,66,20,5,"1248,89"
2020,4,66,19,6,"579,94"
2020,4,66,17,1,"125,745"
2020,4,66,16,8,"417,815"
2020,4,66,15,1,"177,48"
2020,4,66,14,5,"219,39"
2020,4,66,13,3,"138,72"
2020,4,66,9,4,"231,85"
2020,4,72,59,1,"142,705"
2020,4,72,58,1,"119,985"
2020,4,72,57,3,"461,825"
2020,4,72,47,2,"2371,25"
2020,4,72,43,1,"68,22"
2020,4,72,42,2,"889,345"
2020,4,72,38,5,"814,24"
2020,4,72,35,4,"-271,625"
2020,4,72,20,5,"1856,955"
2020,4,72,19,5,"1543,855"
2020,4,72,17,1,"187,505"
2020,4,72,16,11,"4124,58"
2020,4,72,15,1,"96,64"
2020,4,72,14,2,"435,51"
2020,4,72,13,4,"1440,47"
2020,4,72,12,10,"305,305"
2020,4,72,9,4,"515,745"
2020,4,72,2,10,"4728,585"
2020,5,72,59,1,"139,715"
2020,5,72,57,5,"708,32"
2020,5,72,44,1,"446,395"
2020,5,72,43,1,"321,065"
2020,5,72,38,7,"338,475"
2020,5,72,35,5,"702,98"
2020,5,72,20,7,"2111,24"
2020,5,72,19,1,"337,065"
2020,5,72,17,1,"107,375"
2020,5,72,16,16,"1665,84"
2020,5,72,15,1,"139,465"
2020,5,72,14,2,"462,42"
2020,5,72,13,7,"4788,67"
2020,5,72,12,4,"456,69"
2020,5,72,9,9,"2017,555"
2020,5,72,2,18,"2786,715"
2020,5,66,57,1,"206,025"
2020,5,66,56,1,"71,42"
2020,5,66,52,1,"71,41"
2020,5,66,43,1,"120,535"
2020,5,66,42,2,"95,035"
2020,5,66,39,2,"312,095"
2020,5,66,38,7,"769,125"
2020,5,66,36,1,"127,195"
2020,5,66,35,2,"698,24"
2020,5,66,20,6,"653,76"
2020,5,66,19,7,"248,57"
2020,5,66,16,19,"2404,87"
2020,5,66,13,2,"321,945"
2020,5,66,9,4,"439,875"
2020,5,66,2,1,"68,72"
2020,5,31,57,4,"984,26"
2020,5,31,52,1,"130,75"
2020,5,31,39,2,"112,5"
2020,5,31,35,4,"20634,885"
2020,5,31,20,4,"3968,73"
2020,5,31,16,11,"3065,465"
2020,5,31,13,1,"72,5"
2020,5,31,12,4,"571,315"
2020,5,31,9,1,"61,875"
2020,5,31,2,1,"1411,47"
2020,5,74,42,1,"764,345"
2020,5,64,25,1,"1112,18"
2020,5,64,22,6,"974,565"
2020,5,64,18,1,"310,73"
2020,5,64,16,3,"400,67"
2020,5,44,42,1,"62,31"
2020,5,44,38,2,"89,37"
2020,5,44,27,1,"4109,765"
2020,5,44,19,1,"73,75"
2020,5,44,16,9,"294,585"
2020,5,44,13,2,"131,895"
2020,5,44,12,4,"139,55"
2020,5,44,9,2,150
2020,5,55,38,1,"7450,595"
2020,5,55,20,2,"135,705"
2020,5,55,16,2,"26215,82"
2020,5,55,12,1,"-1560,195"
2020,5,6,25,1,"157,96"
2020,5,6,19,1,"77,58"
2020,5,6,16,3,"388,925"
2020,5,6,12,8,"613,245"
2020,5,21,20,2,"1033,6"
2020,5,21,2,1,"61,015"
2020,5,35,27,3,"207,79"
2020,5,41,11,2,"1328,11"
2020,5,41,2,1,"-531,71"
2020,6,41,11,1,"422,175"
2020,6,21,20,1,50
2020,6,21,17,1,"10113,73"
2020,6,6,16,5,"235,435"
2020,6,6,12,15,"735,82"
2020,6,4,16,1,"1437,505"
2020,6,55,37,2,"85,7"
2020,6,55,20,9,"6961,98"
2020,6,44,46,1,"71,19"
2020,6,44,42,3,"85,625"
2020,6,44,39,1,"90,74"
2020,6,44,38,2,"73,885"
2020,6,44,20,1,"-11,965"
2020,6,44,19,1,"73,75"
2020,6,44,17,2,"188,085"
2020,6,44,16,7,190
2020,6,44,13,1,"73,75"
2020,6,44,12,3,"239,305"
2020,6,64,38,1,"57,5"
2020,6,64,26,1,"179,135"
2020,6,64,18,1,"235,54"
2020,6,64,16,2,"790,73"
2020,6,74,42,1,"764,35"
2020,6,79,17,1,"-30,7"
2020,6,31,57,2,"4791,88"
2020,6,31,52,1,"87,5"
2020,6,31,38,1,"68,75"
2020,6,31,35,3,"20575,69"
2020,6,31,20,4,"7332,725"
2020,6,31,16,6,"3969,44"
2020,6,31,12,4,"929,375"
2020,6,31,2,1,"1500,755"
2020,6,66,57,2,"201,265"
2020,6,66,46,1,"563,53"
2020,6,66,43,1,"98,99"
2020,6,66,38,3,"1581,05"
2020,6,66,36,1,"64,28"
2020,6,66,35,3,"247,685"
2020,6,66,20,3,"641,455"
2020,6,66,19,3,"130,55"
2020,6,66,18,2,"89,73"
2020,6,66,17,8,"2101,22"
2020,6,66,16,24,"3557,73"
2020,6,66,14,2,"278,825"
2020,6,66,13,4,"252,54"
2020,6,66,9,6,"548,88"
2020,6,66,2,2,"492,69"
2020,6,72,59,1,"142,705"
2020,6,72,57,11,"4039,395"
2020,6,72,52,1,"69,125"
2020,6,72,47,1,"106,34"
2020,6,72,44,1,"1850,035"
2020,6,72,39,2,"2435,98"
2020,6,72,38,12,"819,49"
2020,6,72,35,6,"-559,24"
2020,6,72,20,6,"4474,25"
2020,6,72,17,2,"522,83"
2020,6,72,16,11,"4602,695"
2020,6,72,15,1,"88,565"
2020,6,72,14,1,"98,935"
2020,6,72,13,3,"3244,695"
2020,6,72,12,3,"267,235"
2020,6,72,9,12,"2157,955"
2020,6,72,2,9,"3359,695"